,Province_State,Confirmed,Deaths,Recovered,Active,ISO3,Date
9378,Ohio,3382995,41749,,,USA,
9379,Oklahoma,1284450,17887,,,USA,
9380,Oregon,959393,9335,,,USA,
9381,Pennsylvania,3512137,50168,,,USA,
9382,Puerto Rico,1096449,5785,,,PRI,
9383,Rhode Island,459256,3860,,,USA,
9384,South Carolina,1827620,19490,,,USA,
9385,South Dakota,277651,3175,,,USA,
9386,Tennessee,2508593,29209,,,USA,
9387,Texas,8432804,93156,,,USA,
9388,Utah,1087149,5276,,,USA,
9389,Vermont,151477,910,,,USA,
9390,Virgin Islands,24756,130,,,VIR,
9391,Virginia,2282206,23630,,,USA,
9392,Washington,1924418,15622,,,USA,
9393,West Virginia,639246,7926,,,USA,
9394,Wisconsin,1998048,16289,,,USA,
9395,Wyoming,184816,1998,,,USA,
9396,Alabama,490220,9744,275245.0,205231.0,USA,24.02.2021
9397,Alaska,57996,290,,,USA,24.02.2021
9398,American Samoa,0,0,,,ASM,24.02.2021
9399,Arizona,811968,15693,,,USA,24.02.2021
9400,Arkansas,317396,5387,307306.0,4703.0,USA,24.02.2021
9401,California,3605300,50831,,,USA,24.02.2021
9402,Colorado,440766,6056,,,USA,24.02.2021
9403,Connecticut,278184,7595,,,USA,24.02.2021
9404,Delaware,85506,1402,,,USA,24.02.2021
9405,Diamond Princess,49,0,,,USA,24.02.2021
9406,District of Columbia,39943,1001,28532.0,10410.0,USA,24.02.2021
9407,Florida,1885661,30340,,,USA,24.02.2021
9408,Georgia,994061,17064,,,USA,24.02.2021
9409,Grand Princess,103,3,,,USA,24.02.2021
9410,Guam,7729,130,7555.0,44.0,GUM,24.02.2021
9411,Hawaii,28093,435,,,USA,24.02.2021
9412,Idaho,170289,1840,92859.0,75590.0,USA,24.02.2021
9413,Illinois,1179342,22575,,,USA,24.02.2021
9414,Indiana,658043,12467,,,USA,24.02.2021
9415,Iowa,334665,5415,311666.0,17584.0,USA,24.02.2021
9416,Kansas,294801,4719,,,USA,24.02.2021
9417,Kentucky,400307,4527,47225.0,348555.0,USA,24.02.2021
9418,Louisiana,426925,9528,408463.0,8934.0,USA,24.02.2021
9419,Maine,43900,677,12779.0,30444.0,USA,24.02.2021
9420,Maryland,378490,7789,9626.0,361075.0,USA,24.02.2021
9421,Massachusetts,573885,13243,477796.0,80144.0,USA,24.02.2021
9422,Michigan,641270,16389,529080.0,95801.0,USA,24.02.2021
9423,Minnesota,480845,6511,467969.0,6365.0,USA,24.02.2021
9424,Mississippi,291891,6605,273437.0,11849.0,USA,24.02.2021
9425,Missouri,560327,8223,,,USA,24.02.2021
9426,Montana,99242,1348,96040.0,1854.0,USA,24.02.2021
9427,Nebraska,199782,2054,153585.0,44143.0,USA,24.02.2021
9428,Nevada,292059,4919,,,USA,24.02.2021
9429,New Hampshire,74258,1157,70318.0,2783.0,USA,24.02.2021
9430,New Jersey,775386,23077,,,USA,24.02.2021
9431,New Mexico,183781,3658,137250.0,42873.0,USA,24.02.2021
9432,New York,1611031,46960,,,USA,24.02.2021
9433,North Carolina,849630,11074,,,USA,24.02.2021
9434,North Dakota,99399,1470,97389.0,672.0,USA,24.02.2021
9435,Northern Mariana Islands,143,2,29.0,112.0,MNP,24.02.2021
9436,Ohio,959995,18569,897425.0,43997.0,USA,24.02.2021
9437,Oklahoma,422038,4264,403159.0,14615.0,USA,24.02.2021
9438,Oregon,154062,2194,,,USA,24.02.2021
9439,Pennsylvania,928456,23783,828570.0,76103.0,USA,24.02.2021
9440,Puerto Rico,99519,2007,90027.0,7485.0,PRI,24.02.2021
9441,Rhode Island,124718,2499,,,USA,24.02.2021
9442,South Carolina,509044,8398,230793.0,269853.0,USA,24.02.2021
9443,South Dakota,111808,1864,108053.0,1891.0,USA,24.02.2021
9444,Tennessee,763579,11266,743254.0,9476.0,USA,24.02.2021
9445,Texas,2663833,42838,2368008.0,250263.0,USA,24.02.2021
9446,Utah,368601,1879,347721.0,19001.0,USA,24.02.2021
9447,Vermont,14768,201,11998.0,2569.0,USA,24.02.2021
9448,Virgin Islands,2623,25,2487.0,111.0,VIR,24.02.2021
9449,Virginia,568946,7807,,,USA,24.02.2021
9450,Washington,336565,4912,,,USA,24.02.2021
9451,West Virginia,130382,2285,120030.0,8067.0,USA,24.02.2021
9452,Wisconsin,614260,6936,546408.0,60916.0,USA,24.02.2021
9453,Wyoming,53988,671,52679.0,638.0,USA,24.02.2021
9454,Alabama,1276580,18102,,,USA,24.02.2022
9455,Alaska,237754,1163,,,USA,24.02.2022
9456,American Samoa,72,0,,,ASM,24.02.2022
9457,Arizona,1973479,27876,,,USA,24.02.2022
9458,Arkansas,817798,10381,,,USA,24.02.2022
9459,California,8956821,84677,,,USA,24.02.2022
9460,Colorado,1407833,12362,,,USA,24.02.2022
9461,Connecticut,721954,10443,,,USA,24.02.2022
9462,Delaware,256207,2703,,,USA,24.02.2022
9463,Diamond Princess,49,0,,,USA,24.02.2022
9464,District of Columbia,134326,1317,,,USA,24.02.2022
9465,Florida,5818706,69553,,,USA,24.02.2022
9466,Georgia,2461103,35194,,,USA,24.02.2022
9467,Grand Princess,103,3,,,USA,24.02.2022
9468,Guam,43836,321,,,GUM,24.02.2022
9469,Hawaii,235124,1312,,,USA,24.02.2022
9470,Idaho,421587,4722,,,USA,24.02.2022
9471,Illinois,3024667,36677,,,USA,24.02.2022
9472,Indiana,1679591,22736,,,USA,24.02.2022
9473,Iowa,748057,9085,,,USA,24.02.2022
9474,Kansas,764506,7928,,,USA,24.02.2022
9475,Kentucky,1270258,13689,,,USA,24.02.2022
9476,Louisiana,1224969,16582,,,USA,24.02.2022
9477,Maine,224048,2024,,,USA,24.02.2022
9478,Maryland,999890,14076,,,USA,24.02.2022
9479,Massachusetts,1668242,19562,,,USA,24.02.2022
9480,Michigan,2350468,34370,,,USA,24.02.2022
9481,Minnesota,1411593,12246,,,USA,24.02.2022
9482,Mississippi,788479,11984,,,USA,24.02.2022
9483,Missouri,1399180,19037,,,USA,24.02.2022
9484,Montana,265177,3162,,,USA,24.02.2022
9485,Nebraska,453522,3954,,,USA,24.02.2022
9486,Nevada,679715,9612,,,USA,24.02.2022
9487,New Hampshire,296870,2370,,,USA,24.02.2022
9488,New Jersey,2161190,32800,,,USA,24.02.2022
9489,New Mexico,510330,6873,,,USA,24.02.2022
9490,New York,4917723,67220,,,USA,24.02.2022
9491,North Carolina,2578517,22449,,,USA,24.02.2022
9492,North Dakota,237518,2230,,,USA,24.02.2022
9493,Northern Mariana Islands,9265,27,,,MNP,24.02.2022
9494,Ohio,2649692,37910,,,USA,24.02.2022
9495,Oklahoma,1018328,14537,,,USA,24.02.2022
9496,Oregon,691337,6578,,,USA,24.02.2022
9497,Pennsylvania,2751629,43069,,,USA,24.02.2022
9498,Puerto Rico,472918,4098,,,PRI,24.02.2022
9499,Rhode Island,355294,3406,,,USA,24.02.2022
9500,South Carolina,1458075,16643,,,USA,24.02.2022
9501,South Dakota,235654,2788,,,USA,24.02.2022
9502,Tennessee,2001038,24408,,,USA,24.02.2022
9503,Texas,6574635,84362,,,USA,24.02.2022
9504,Utah,921531,4397,,,USA,24.02.2022
9505,Vermont,111794,593,,,USA,24.02.2022
9506,Virgin Islands,15341,109,,,VIR,24.02.2022
9507,Virginia,1634851,18440,,,USA,24.02.2022
9508,Washington,1414222,11732,,,USA,24.02.2022
9509,West Virginia,487446,6288,,,USA,24.02.2022
9510,Wisconsin,1569673,13223,,,USA,24.02.2022
9511,Wyoming,154797,1718,,,USA,24.02.2022
9512,Alabama,1638348,20932,,,USA,
9513,Alaska,306623,1486,,,USA,
9514,American Samoa,8320,34,,,ASM,
9515,Arizona,2434631,33042,,,USA,
9516,Arkansas,1003809,12962,,,USA,
9517,California,12086033,100726,,,USA,
9518,Colorado,1759969,14106,,,USA,
9519,Connecticut,974374,12145,,,USA,
9520,Delaware,330332,3309,,,USA,
9521,Diamond Princess,49,0,,,USA,
9522,District of Columbia,177504,1427,,,USA,
9523,Florida,7516906,86294,,,USA,
9524,Georgia,3061485,42332,,,USA,
9525,Grand Princess,103,3,,,USA,
9526,Guam,60969,420,,,GUM,
9527,Hawaii,379100,1822,,,USA,
9528,Idaho,518431,5393,,,USA,
9529,Illinois,4062200,41379,,,USA,
9530,Indiana,2043069,26045,,,USA,
9531,Iowa,900343,10671,,,USA,
9532,Kansas,934504,10034,,,USA,
9533,Kentucky,1708442,18055,,,USA,
9534,Louisiana,1566105,18706,,,USA,
9535,Maine,315068,2917,,,USA,
9536,Maryland,1360120,16448,,,USA,
9537,Massachusetts,2216870,24131,,,USA,
9538,Michigan,3049739,41957,,,USA,
9539,Minnesota,1770117,14766,,,USA,
9540,Mississippi,987105,13320,,,USA,
9541,Missouri,1770025,22760,,,USA,
9542,Montana,328668,3651,,,USA,
9543,Nebraska,564355,4879,,,USA,
9544,Nevada,887801,11911,,,USA,
9545,New Hampshire,376862,2987,,,USA,
9546,New Jersey,3038713,35950,,,USA,
9547,New Mexico,668677,9020,,,USA,
9548,New York,6775366,77081,,,USA,
9549,North Carolina,3459600,28346,,,USA,
9550,North Dakota,286358,2463,,,USA,
9551,Northern Mariana Islands,13631,41,,,MNP,
9552,Ohio,3382995,41749,,,USA,
9553,Oklahoma,1284450,17887,,,USA,
9554,Oregon,959393,9335,,,USA,
9555,Pennsylvania,3512137,50168,,,USA,
9556,Puerto Rico,1097097,5790,,,PRI,
9557,Rhode Island,459256,3860,,,USA,
9558,South Carolina,1827620,19490,,,USA,
9559,South Dakota,277651,3175,,,USA,
9560,Tennessee,2509609,29223,,,USA,
9561,Texas,8434751,93161,,,USA,
9562,Utah,1087149,5276,,,USA,
9563,Vermont,151477,910,,,USA,
9564,Virgin Islands,24757,130,,,VIR,
9565,Virginia,2282206,23630,,,USA,
9566,Washington,1924418,15622,,,USA,
9567,West Virginia,639246,7926,,,USA,
9568,Wisconsin,1998656,16292,,,USA,
9569,Wyoming,184816,1998,,,USA,
9570,Alabama,491110,9831,285130.0,196149.0,USA,25.02.2021
9571,Alaska,58179,290,,,USA,25.02.2021
9572,American Samoa,0,0,,,ASM,25.02.2021
9573,Arizona,812907,15814,,,USA,25.02.2021
9574,Arkansas,318122,5397,307978.0,4747.0,USA,25.02.2021
9575,California,3611324,51315,,,USA,25.02.2021
9576,Colorado,441690,6062,,,USA,25.02.2021
9577,Connecticut,279159,7614,,,USA,25.02.2021
9578,Delaware,85801,1406,,,USA,25.02.2021
9579,Diamond Princess,49,0,,,USA,25.02.2021
9580,District of Columbia,40122,1005,28679.0,10438.0,USA,25.02.2021
9581,Florida,1892301,30478,,,USA,25.02.2021
9582,Georgia,997388,17199,,,USA,25.02.2021
9583,Grand Princess,103,3,,,USA,25.02.2021
9584,Guam,7729,130,7559.0,40.0,GUM,25.02.2021
9585,Hawaii,28124,435,,,USA,25.02.2021
9586,Idaho,170595,1850,93252.0,75493.0,USA,25.02.2021
9587,Illinois,1181226,22607,,,USA,25.02.2021
9588,Indiana,659127,12494,,,USA,25.02.2021
9589,Iowa,335244,5438,312817.0,16989.0,USA,25.02.2021
9590,Kansas,294823,4719,,,USA,25.02.2021
9591,Kentucky,401750,4570,47259.0,349921.0,USA,25.02.2021
9592,Louisiana,427689,9561,408463.0,9665.0,USA,25.02.2021
9593,Maine,44118,701,12786.0,30631.0,USA,25.02.2021
9594,Maryland,379466,7805,9635.0,362026.0,USA,25.02.2021
9595,Massachusetts,575993,13266,494740.0,65275.0,USA,25.02.2021
9596,Michigan,642868,16436,529080.0,97352.0,USA,25.02.2021
9597,Minnesota,481831,6518,468498.0,6815.0,USA,25.02.2021
9598,Mississippi,292811,6613,273437.0,12761.0,USA,25.02.2021
9599,Missouri,561281,8255,,,USA,25.02.2021
9600,Montana,99445,1350,96178.0,1917.0,USA,25.02.2021
9601,Nebraska,200163,2063,153753.0,44347.0,USA,25.02.2021
9602,Nevada,292630,4933,,,USA,25.02.2021
9603,New Hampshire,74568,1163,70547.0,2858.0,USA,25.02.2021
9604,New Jersey,778963,23147,,,USA,25.02.2021
9605,New Mexico,184080,3671,139593.0,40816.0,USA,25.02.2021
9606,New York,1619924,47065,,,USA,25.02.2021
9607,North Carolina,852981,11137,,,USA,25.02.2021
9608,North Dakota,99488,1471,97474.0,676.0,USA,25.02.2021
9609,Northern Mariana Islands,143,2,29.0,112.0,MNP,25.02.2021
9610,Ohio,962404,18604,901025.0,42771.0,USA,25.02.2021
9611,Oklahoma,423191,4302,404310.0,14579.0,USA,25.02.2021
9612,Oregon,154554,2204,,,USA,25.02.2021
9613,Pennsylvania,930910,23863,830691.0,76356.0,USA,25.02.2021
9614,Puerto Rico,99619,2016,90223.0,7380.0,PRI,25.02.2021
9615,Rhode Island,125185,2502,,,USA,25.02.2021
9616,South Carolina,511546,8443,230793.0,272310.0,USA,25.02.2021
9617,South Dakota,111964,1872,108144.0,1948.0,USA,25.02.2021
9618,Tennessee,765256,11321,745200.0,9155.0,USA,25.02.2021
9619,Texas,2671183,43186,2380295.0,245085.0,USA,25.02.2021
9620,Utah,369433,1890,348982.0,18561.0,USA,25.02.2021
9621,Vermont,14840,203,12135.0,2502.0,USA,25.02.2021
9622,Virgin Islands,2636,25,2497.0,114.0,VIR,25.02.2021
9623,Virginia,570982,7963,,,USA,25.02.2021
9624,Washington,337653,4942,,,USA,25.02.2021
9625,West Virginia,130813,2290,120503.0,8020.0,USA,25.02.2021
9626,Wisconsin,615225,6994,547168.0,61063.0,USA,25.02.2021
9627,Wyoming,54202,671,52879.0,652.0,USA,25.02.2021
9628,Alabama,1277837,18186,,,USA,25.02.2022
9629,Alaska,238683,1163,,,USA,25.02.2022
9630,American Samoa,84,0,,,ASM,25.02.2022
9631,Arizona,1975252,27931,,,USA,25.02.2022
9632,Arkansas,818121,10425,,,USA,25.02.2022
9633,California,8961150,84922,,,USA,25.02.2022
9634,Colorado,1408355,12366,,,USA,25.02.2022
9635,Connecticut,722377,10465,,,USA,25.02.2022
9636,Delaware,256337,2706,,,USA,25.02.2022
9637,Diamond Princess,49,0,,,USA,25.02.2022
9638,District of Columbia,134326,1317,,,USA,25.02.2022
9639,Florida,5818706,69554,,,USA,25.02.2022
9640,Georgia,2462663,35316,,,USA,25.02.2022
9641,Grand Princess,103,3,,,USA,25.02.2022
9642,Guam,44111,322,,,GUM,25.02.2022
9643,Hawaii,235435,1321,,,USA,25.02.2022
9644,Idaho,423638,4730,,,USA,25.02.2022
9645,Illinois,3026740,36768,,,USA,25.02.2022
9646,Indiana,1680331,22800,,,USA,25.02.2022
9647,Iowa,748057,9085,,,USA,25.02.2022
9648,Kansas,765677,7934,,,USA,25.02.2022
9649,Kentucky,1274681,13758,,,USA,25.02.2022
9650,Louisiana,1225637,16606,,,USA,25.02.2022
9651,Maine,225253,2042,,,USA,25.02.2022
9652,Maryland,1000562,14091,,,USA,25.02.2022
9653,Massachusetts,1669594,19614,,,USA,25.02.2022
9654,Michigan,2357955,34477,,,USA,25.02.2022
9655,Minnesota,1412497,12261,,,USA,25.02.2022
9656,Mississippi,789056,12008,,,USA,25.02.2022
9657,Missouri,1400323,19046,,,USA,25.02.2022
9658,Montana,265797,3172,,,USA,25.02.2022
9659,Nebraska,453569,3956,,,USA,25.02.2022
9660,Nevada,681387,9663,,,USA,25.02.2022
9661,New Hampshire,297729,2373,,,USA,25.02.2022
9662,New Jersey,2164368,32857,,,USA,25.02.2022
9663,New Mexico,510783,6903,,,USA,25.02.2022
9664,New York,4920073,67275,,,USA,25.02.2022
9665,North Carolina,2583404,22500,,,USA,25.02.2022
9666,North Dakota,237664,2234,,,USA,25.02.2022
9667,Northern Mariana Islands,9404,29,,,MNP,25.02.2022
9668,Ohio,2651304,37941,,,USA,25.02.2022
9669,Oklahoma,1019489,14541,,,USA,25.02.2022
9670,Oregon,692261,6582,,,USA,25.02.2022
9671,Pennsylvania,2753361,43148,,,USA,25.02.2022
9672,Puerto Rico,473161,4101,,,PRI,25.02.2022
9673,Rhode Island,355509,3406,,,USA,25.02.2022
9674,South Carolina,1459070,16790,,,USA,25.02.2022
9675,South Dakota,235787,2802,,,USA,25.02.2022
9676,Tennessee,2002700,24422,,,USA,25.02.2022
9677,Texas,6581518,84529,,,USA,25.02.2022
9678,Utah,921956,4408,,,USA,25.02.2022
9679,Vermont,112023,595,,,USA,25.02.2022
9680,Virgin Islands,15362,109,,,VIR,25.02.2022
9681,Virginia,1636510,18536,,,USA,25.02.2022
9682,Washington,1417498,11831,,,USA,25.02.2022
9683,West Virginia,488359,6308,,,USA,25.02.2022
9684,Wisconsin,1570460,13256,,,USA,25.02.2022
9685,Wyoming,154909,1718,,,USA,25.02.2022
9686,Alabama,1638348,20932,,,USA,
9687,Alaska,306623,1486,,,USA,
9688,American Samoa,8320,34,,,ASM,
9689,Arizona,2434631,33042,,,USA,
9690,Arkansas,1004294,12975,,,USA,
9691,California,12086041,100726,,,USA,
9692,Colorado,1759969,14106,,,USA,
9693,Connecticut,974736,12145,,,USA,
9694,Delaware,330332,3309,,,USA,
9695,Diamond Princess,49,0,,,USA,
9696,District of Columbia,177504,1427,,,USA,
9697,Florida,7516906,86294,,,USA,
9698,Georgia,3061485,42332,,,USA,
9699,Grand Princess,103,3,,,USA,
9700,Guam,60969,420,,,GUM,
9701,Hawaii,379100,1822,,,USA,
9702,Idaho,518431,5393,,,USA,
9703,Illinois,4062200,41379,,,USA,
9704,Indiana,2043069,26045,,,USA,
9705,Iowa,900343,10671,,,USA,
9706,Kansas,934504,10034,,,USA,
9707,Kentucky,1708442,18055,,,USA,
9708,Louisiana,1566105,18706,,,USA,
9709,Maine,315068,2917,,,USA,
9710,Maryland,1360120,16448,,,USA,
9711,Massachusetts,2216870,24131,,,USA,
9712,Michigan,3049739,41957,,,USA,
9713,Minnesota,1770117,14766,,,USA,
9714,Mississippi,987105,13320,,,USA,
9715,Missouri,1770025,22760,,,USA,
9716,Montana,328668,3651,,,USA,
9717,Nebraska,564355,4879,,,USA,
9718,Nevada,887801,11911,,,USA,
9719,New Hampshire,376862,2987,,,USA,
9720,New Jersey,3038713,35950,,,USA,
9721,New Mexico,668677,9020,,,USA,
9722,New York,6776376,77081,,,USA,
9723,North Carolina,3459600,28346,,,USA,
9724,North Dakota,286388,2463,,,USA,
9725,Northern Mariana Islands,13631,41,,,MNP,
9726,Ohio,3382995,41749,,,USA,
9727,Oklahoma,1284450,17887,,,USA,
9728,Oregon,959393,9335,,,USA,
9729,Pennsylvania,3512137,50168,,,USA,
9730,Puerto Rico,1097599,5791,,,PRI,
9731,Rhode Island,459256,3860,,,USA,
9732,South Carolina,1827620,19490,,,USA,
9733,South Dakota,277651,3175,,,USA,
9734,Tennessee,2509961,29223,,,USA,
9735,Texas,8434751,93161,,,USA,
9736,Utah,1087149,5276,,,USA,
9737,Vermont,151477,910,,,USA,
9738,Virgin Islands,24757,130,,,VIR,
9739,Virginia,2282206,23630,,,USA,
9740,Washington,1924418,15622,,,USA,
9741,West Virginia,639246,7926,,,USA,
9742,Wisconsin,1998656,16292,,,USA,
9743,Wyoming,184816,1998,,,USA,
9744,Alabama,491849,9869,285130.0,196850.0,USA,26.02.2021
9745,Alaska,58291,290,,,USA,26.02.2021
9746,American Samoa,0,0,,,ASM,26.02.2021
9747,Arizona,814528,15897,,,USA,26.02.2021
9748,Arkansas,318638,5407,308725.0,4506.0,USA,26.02.2021
9749,California,3617390,51751,,,USA,26.02.2021
9750,Colorado,442738,6068,,,USA,26.02.2021
9751,Connecticut,279946,7622,,,USA,26.02.2021
9752,Delaware,86098,1418,,,USA,26.02.2021
9753,Diamond Princess,49,0,,,USA,26.02.2021
9754,District of Columbia,40284,1009,28757.0,10518.0,USA,26.02.2021
9755,Florida,1898223,30624,,,USA,26.02.2021
9756,Georgia,1000822,17219,,,USA,26.02.2021
9757,Grand Princess,103,3,,,USA,26.02.2021
9758,Guam,7734,130,7564.0,40.0,GUM,26.02.2021
9759,Hawaii,28239,437,,,USA,26.02.2021
9760,Idaho,170907,1859,93679.0,75369.0,USA,26.02.2021
9761,Illinois,1183667,22675,,,USA,26.02.2021
9762,Indiana,660071,12531,,,USA,26.02.2021
9763,Iowa,335855,5463,313771.0,16621.0,USA,26.02.2021
9764,Kansas,295605,4730,,,USA,26.02.2021
9765,Kentucky,402926,4600,47391.0,350935.0,USA,26.02.2021
9766,Louisiana,428592,9587,408463.0,10542.0,USA,26.02.2021
9767,Maine,44296,701,12794.0,30801.0,USA,26.02.2021
9768,Maryland,380436,7838,9643.0,362955.0,USA,26.02.2021
9769,Massachusetts,577980,13296,494740.0,67216.0,USA,26.02.2021
9770,Michigan,644125,16438,529080.0,98607.0,USA,26.02.2021
9771,Minnesota,482978,6530,469149.0,7299.0,USA,26.02.2021
9772,Mississippi,293542,6638,273437.0,13467.0,USA,26.02.2021
9773,Missouri,561987,8270,,,USA,26.02.2021
9774,Montana,99613,1354,96362.0,1897.0,USA,26.02.2021
9775,Nebraska,200447,2078,153937.0,44432.0,USA,26.02.2021
9776,Nevada,293029,4942,,,USA,26.02.2021
9777,New Hampshire,74893,1167,70547.0,3179.0,USA,26.02.2021
9778,New Jersey,782833,23192,,,USA,26.02.2021
9779,New Mexico,184736,3685,141833.0,39218.0,USA,26.02.2021
9780,New York,1627998,47190,,,USA,26.02.2021
9781,North Carolina,855905,11186,,,USA,26.02.2021
9782,North Dakota,99555,1472,97562.0,677.0,USA,26.02.2021
9783,Northern Mariana Islands,143,2,29.0,112.0,MNP,26.02.2021
9784,Ohio,964380,18635,904270.0,41471.0,USA,26.02.2021
9785,Oklahoma,424062,4320,405367.0,14375.0,USA,26.02.2021
9786,Oregon,154878,2206,,,USA,26.02.2021
9787,Pennsylvania,934328,23921,833702.0,76705.0,USA,26.02.2021
9788,Puerto Rico,99860,2023,90491.0,7346.0,PRI,26.02.2021
9789,Rhode Island,125622,2502,,,USA,26.02.2021
9790,South Carolina,513295,8477,230793.0,274025.0,USA,26.02.2021
9791,South Dakota,112107,1879,108284.0,1944.0,USA,26.02.2021
9792,Tennessee,766379,11377,746954.0,8469.0,USA,26.02.2021
9793,Texas,2679126,43469,2393568.0,239482.0,USA,26.02.2021
9794,Utah,370084,1907,350198.0,17979.0,USA,26.02.2021
9795,Vermont,14963,204,12286.0,2473.0,USA,26.02.2021
9796,Virgin Islands,2636,25,2501.0,110.0,VIR,26.02.2021
9797,Virginia,572639,8197,,,USA,26.02.2021
9798,Washington,338822,4956,,,USA,26.02.2021
9799,West Virginia,131234,2291,121143.0,7800.0,USA,26.02.2021
9800,Wisconsin,616018,6999,548040.0,60979.0,USA,26.02.2021
9801,Wyoming,54350,671,52998.0,681.0,USA,26.02.2021
9802,Alabama,1279006,18225,,,USA,26.02.2022
9803,Alaska,238683,1163,,,USA,26.02.2022
9804,American Samoa,84,0,,,ASM,26.02.2022
9805,Arizona,1976890,27946,,,USA,26.02.2022
9806,Arkansas,818931,10465,,,USA,26.02.2022
9807,California,8963444,84987,,,USA,26.02.2022
9808,Colorado,1408661,12368,,,USA,26.02.2022
9809,Connecticut,722377,10465,,,USA,26.02.2022
9810,Delaware,256447,2709,,,USA,26.02.2022
9811,Diamond Princess,49,0,,,USA,26.02.2022
9812,District of Columbia,134326,1317,,,USA,26.02.2022
9813,Florida,5844229,69790,,,USA,26.02.2022
9814,Georgia,2462663,35316,,,USA,26.02.2022
9815,Grand Princess,103,3,,,USA,26.02.2022
