,Province_State,Confirmed,Deaths,Recovered,Active,ISO3,Date
31454,Alabama,1378259,19795,,,USA,11.07.2022
31455,Alaska,275322,1285,,,USA,11.07.2022
31456,American Samoa,6505,31,,,ASM,11.07.2022
31457,Arizona,2145765,30572,,,USA,11.07.2022
31458,Arkansas,878058,11608,,,USA,11.07.2022
31459,California,10343192,92600,,,USA,11.07.2022
31460,Colorado,1572798,12984,,,USA,11.07.2022
31461,Connecticut,838159,11055,,,USA,11.07.2022
31462,Delaware,288092,2998,,,USA,11.07.2022
31463,Diamond Princess,49,0,,,USA,11.07.2022
31464,District of Columbia,158548,1355,,,USA,11.07.2022
31465,Florida,6590900,76389,,,USA,11.07.2022
31466,Georgia,2667557,38685,,,USA,11.07.2022
31467,Grand Princess,103,3,,,USA,11.07.2022
31468,Guam,53066,373,,,GUM,11.07.2022
31469,Hawaii,313076,1524,,,USA,11.07.2022
31470,Idaho,468973,4993,,,USA,11.07.2022
31471,Illinois,3474890,38671,,,USA,11.07.2022
31472,Indiana,1790544,23948,,,USA,11.07.2022
31473,Iowa,802455,9703,,,USA,11.07.2022
31474,Kansas,812644,8961,,,USA,11.07.2022
31475,Kentucky,1419862,16244,,,USA,11.07.2022
31476,Louisiana,1332012,17437,,,USA,11.07.2022
31477,Maine,271596,2461,,,USA,11.07.2022
31478,Maryland,1147362,14838,,,USA,11.07.2022
31479,Massachusetts,1936447,21035,,,USA,11.07.2022
31480,Michigan,2619533,36982,,,USA,11.07.2022
31481,Minnesota,1561487,13161,,,USA,11.07.2022
31482,Mississippi,848886,12546,,,USA,11.07.2022
31483,Missouri,1531216,20997,,,USA,11.07.2022
31484,Montana,289345,3450,,,USA,11.07.2022
31485,Nebraska,504109,4345,,,USA,11.07.2022
31486,Nevada,782040,11074,,,USA,11.07.2022
31487,New Hampshire,334373,2604,,,USA,11.07.2022
31488,New Jersey,2522649,34112,,,USA,11.07.2022
31489,New Mexico,573339,7972,,,USA,11.07.2022
31490,New York,5679453,69823,,,USA,11.07.2022
31491,North Carolina,2892680,25257,,,USA,11.07.2022
31492,North Dakota,252624,2296,,,USA,11.07.2022
31493,Northern Mariana Islands,11829,35,,,MNP,11.07.2022
31494,Ohio,2867291,39135,,,USA,11.07.2022
31495,Oklahoma,1084914,16159,,,USA,11.07.2022
31496,Oregon,826598,7862,,,USA,11.07.2022
31497,Pennsylvania,3018129,45821,,,USA,11.07.2022
31498,Puerto Rico,803941,4634,,,PRI,11.07.2022
31499,Rhode Island,404604,3615,,,USA,11.07.2022
31500,South Carolina,1560139,18043,,,USA,11.07.2022
31501,South Dakota,245705,2940,,,USA,11.07.2022
31502,Tennessee,2151660,26784,,,USA,11.07.2022
31503,Texas,7293515,88665,,,USA,11.07.2022
31504,Utah,989767,4847,,,USA,11.07.2022
31505,Vermont,136145,687,,,USA,11.07.2022
31506,Virgin Islands,21175,119,,,VIR,11.07.2022
31507,Virginia,1898849,20746,,,USA,11.07.2022
31508,Washington,1692004,13362,,,USA,11.07.2022
31509,West Virginia,539431,7091,,,USA,11.07.2022
31510,Wisconsin,1742214,14840,,,USA,11.07.2022
31511,Wyoming,165619,1834,,,USA,11.07.2022
31512,Alabama,54781,1121,25783.0,27877.0,USA,12.07.2020
31513,Alaska,1511,17,615.0,879.0,USA,12.07.2020
31514,American Samoa,0,0,,,ASM,12.07.2020
31515,Arizona,122467,2237,14829.0,105401.0,USA,12.07.2020
31516,Arkansas,28367,321,21591.0,6455.0,USA,12.07.2020
31517,California,335708,7028,,,USA,12.07.2020
31518,Colorado,42185,1775,4749.0,30439.0,USA,12.07.2020
31519,Connecticut,47287,4348,8351.0,34588.0,USA,12.07.2020
31520,Delaware,12804,579,7120.0,5105.0,USA,12.07.2020
31521,Diamond Princess,49,0,,,USA,12.07.2020
31522,District of Columbia,10847,568,1737.0,8542.0,USA,12.07.2020
31523,Florida,269811,4242,,,USA,12.07.2020
31524,Georgia,116935,3003,,,USA,12.07.2020
31525,Grand Princess,103,3,,,USA,12.07.2020
31526,Guam,310,5,202.0,103.0,GUM,12.07.2020
31527,Hawaii,1220,19,872.0,329.0,USA,12.07.2020
31528,Idaho,10903,102,3114.0,7687.0,USA,12.07.2020
31529,Illinois,155048,7388,,,USA,12.07.2020
31530,Indiana,51612,2694,38623.0,10295.0,USA,12.07.2020
31531,Iowa,35410,752,26234.0,8424.0,USA,12.07.2020
31532,Kansas,18981,297,905.0,17779.0,USA,12.07.2020
31533,Kentucky,19389,625,5322.0,13442.0,USA,12.07.2020
31534,Louisiana,78122,3416,46334.0,28372.0,USA,12.07.2020
31535,Maine,3539,114,2994.0,431.0,USA,12.07.2020
31536,Maryland,73109,3319,5230.0,64560.0,USA,12.07.2020
31537,Massachusetts,111597,8325,94347.0,8925.0,USA,12.07.2020
31538,Michigan,76776,6314,53867.0,16595.0,USA,12.07.2020
31539,Minnesota,42281,1540,36582.0,4159.0,USA,12.07.2020
31540,Mississippi,36287,1249,22167.0,12871.0,USA,12.07.2020
31541,Missouri,28726,1103,,,USA,12.07.2020
31542,Montana,1758,29,865.0,864.0,USA,12.07.2020
31543,Nebraska,21172,285,15724.0,5163.0,USA,12.07.2020
31544,Nevada,27683,593,764.0,26326.0,USA,12.07.2020
31545,New Hampshire,6054,391,5013.0,650.0,USA,12.07.2020
31546,New Jersey,176708,15525,31190.0,129993.0,USA,12.07.2020
31547,New Mexico,15028,545,6271.0,8212.0,USA,12.07.2020
31548,New York,401706,32186,71565.0,297955.0,USA,12.07.2020
31549,North Carolina,85771,1522,55318.0,28931.0,USA,12.07.2020
31550,North Dakota,4437,87,3570.0,677.0,USA,12.07.2020
31551,Northern Mariana Islands,33,2,19.0,12.0,MNP,12.07.2020
31552,Ohio,65592,2780,44663.0,18149.0,USA,12.07.2020
31553,Oklahoma,20235,422,15485.0,4328.0,USA,12.07.2020
31554,Oregon,12170,234,3009.0,8927.0,USA,12.07.2020
31555,Pennsylvania,99294,6909,73354.0,19031.0,USA,12.07.2020
31556,Puerto Rico,9654,167,,,PRI,12.07.2020
31557,Rhode Island,17312,1003,1685.0,14624.0,USA,12.07.2020
31558,South Carolina,56648,961,20957.0,34730.0,USA,12.07.2020
31559,South Dakota,7499,109,6522.0,868.0,USA,12.07.2020
31560,Tennessee,63073,741,35855.0,26483.0,USA,12.07.2020
31561,Texas,257729,3455,132638.0,121644.0,USA,12.07.2020
31562,Utah,29484,215,17303.0,11966.0,USA,12.07.2020
31563,Vermont,1296,56,1089.0,151.0,USA,12.07.2020
31564,Virgin Islands,181,6,93.0,82.0,VIR,12.07.2020
31565,Virginia,70670,1966,9310.0,59394.0,USA,12.07.2020
31566,Washington,41749,1405,,,USA,12.07.2020
31567,West Virginia,4244,96,2806.0,1342.0,USA,12.07.2020
31568,Wisconsin,36448,820,28318.0,7310.0,USA,12.07.2020
31569,Wyoming,1862,21,1372.0,469.0,USA,12.07.2020
31570,Alabama,555215,11402,,,USA,12.07.2021
31571,Alaska,71905,381,,,USA,12.07.2021
31572,American Samoa,0,0,,,ASM,12.07.2021
31573,Arizona,901561,18035,,,USA,12.07.2021
31574,Arkansas,357473,5955,,,USA,12.07.2021
31575,California,3909423,63520,,,USA,12.07.2021
31576,Colorado,568189,6937,,,USA,12.07.2021
31577,Connecticut,350039,8279,,,USA,12.07.2021
31578,Delaware,110093,1695,,,USA,12.07.2021
31579,Diamond Princess,49,0,,,USA,12.07.2021
31580,District of Columbia,49526,1144,,,USA,12.07.2021
31581,Florida,2404895,38157,,,USA,12.07.2021
31582,Georgia,1141159,21499,,,USA,12.07.2021
31583,Grand Princess,103,3,,,USA,12.07.2021
31584,Guam,8454,141,,,GUM,12.07.2021
31585,Hawaii,38544,521,,,USA,12.07.2021
31586,Idaho,196128,2165,,,USA,12.07.2021
31587,Illinois,1397091,25782,,,USA,12.07.2021
31588,Indiana,757904,13923,,,USA,12.07.2021
31589,Iowa,374627,6149,,,USA,12.07.2021
31590,Kansas,321651,5188,,,USA,12.07.2021
31591,Kentucky,467612,7265,,,USA,12.07.2021
31592,Louisiana,489951,10789,,,USA,12.07.2021
31593,Maine,69220,862,,,USA,12.07.2021
31594,Maryland,463265,9761,,,USA,12.07.2021
31595,Massachusetts,711162,14525,,,USA,12.07.2021
31596,Michigan,1001745,21059,,,USA,12.07.2021
31597,Minnesota,606484,7717,,,USA,12.07.2021
31598,Mississippi,324853,7441,,,USA,12.07.2021
31599,Missouri,639881,9805,,,USA,12.07.2021
31600,Montana,114325,1674,,,USA,12.07.2021
31601,Nebraska,225171,2262,,,USA,12.07.2021
31602,Nevada,339745,5730,,,USA,12.07.2021
31603,New Hampshire,99770,1375,,,USA,12.07.2021
31604,New Jersey,1026286,26509,,,USA,12.07.2021
31605,New Mexico,206551,4358,,,USA,12.07.2021
31606,New York,2121119,53528,,,USA,12.07.2021
31607,North Carolina,1019298,13499,,,USA,12.07.2021
31608,North Dakota,110684,1563,,,USA,12.07.2021
31609,Northern Mariana Islands,183,2,,,MNP,12.07.2021
31610,Ohio,1114491,20594,,,USA,12.07.2021
31611,Oklahoma,461893,7406,,,USA,12.07.2021
31612,Oregon,210729,2797,,,USA,12.07.2021
31613,Pennsylvania,1228204,27750,,,USA,12.07.2021
31614,Puerto Rico,140944,2555,,,PRI,12.07.2021
31615,Rhode Island,152819,2731,,,USA,12.07.2021
31616,South Carolina,600027,9856,,,USA,12.07.2021
31617,South Dakota,124652,2039,,,USA,12.07.2021
31618,Tennessee,870148,12552,,,USA,12.07.2021
31619,Texas,3057375,52563,,,USA,12.07.2021
31620,Utah,420214,2399,,,USA,12.07.2021
31621,Vermont,24489,258,,,USA,12.07.2021
31622,Virgin Islands,4033,32,,,VIR,12.07.2021
31623,Virginia,682856,11450,,,USA,12.07.2021
31624,Washington,456709,6000,,,USA,12.07.2021
31625,West Virginia,164625,2910,,,USA,12.07.2021
31626,Wisconsin,678944,8185,,,USA,12.07.2021
31627,Wyoming,63138,751,,,USA,12.07.2021
31628,Alabama,1382137,19804,,,USA,12.07.2022
31629,Alaska,275322,1285,,,USA,12.07.2022
31630,American Samoa,6505,31,,,ASM,12.07.2022
31631,Arizona,2145765,30572,,,USA,12.07.2022
31632,Arkansas,879614,11610,,,USA,12.07.2022
31633,California,10364874,92673,,,USA,12.07.2022
31634,Colorado,1574765,12988,,,USA,12.07.2022
31635,Connecticut,839167,11078,,,USA,12.07.2022
31636,Delaware,288279,3000,,,USA,12.07.2022
31637,Diamond Princess,49,0,,,USA,12.07.2022
31638,District of Columbia,159055,1355,,,USA,12.07.2022
31639,Florida,6602374,76404,,,USA,12.07.2022
31640,Georgia,2667557,38685,,,USA,12.07.2022
31641,Grand Princess,103,3,,,USA,12.07.2022
31642,Guam,53214,373,,,GUM,12.07.2022
31643,Hawaii,313076,1524,,,USA,12.07.2022
31644,Idaho,468973,4993,,,USA,12.07.2022
31645,Illinois,3480965,38686,,,USA,12.07.2022
31646,Indiana,1790544,23962,,,USA,12.07.2022
31647,Iowa,803961,9703,,,USA,12.07.2022
31648,Kansas,812644,8961,,,USA,12.07.2022
31649,Kentucky,1421037,16249,,,USA,12.07.2022
31650,Louisiana,1335684,17450,,,USA,12.07.2022
31651,Maine,272100,2462,,,USA,12.07.2022
31652,Maryland,1151423,14852,,,USA,12.07.2022
31653,Massachusetts,1936447,21035,,,USA,12.07.2022
31654,Michigan,2636214,37142,,,USA,12.07.2022
31655,Minnesota,1561487,13161,,,USA,12.07.2022
31656,Mississippi,850618,12560,,,USA,12.07.2022
31657,Missouri,1531819,20997,,,USA,12.07.2022
31658,Montana,289345,3450,,,USA,12.07.2022
31659,Nebraska,506223,4347,,,USA,12.07.2022
31660,Nevada,782040,11074,,,USA,12.07.2022
31661,New Hampshire,334576,2604,,,USA,12.07.2022
31662,New Jersey,2527086,34126,,,USA,12.07.2022
31663,New Mexico,574117,7990,,,USA,12.07.2022
31664,New York,5689878,69868,,,USA,12.07.2022
31665,North Carolina,2892680,25257,,,USA,12.07.2022
31666,North Dakota,252967,2296,,,USA,12.07.2022
31667,Northern Mariana Islands,11829,35,,,MNP,12.07.2022
31668,Ohio,2867291,39144,,,USA,12.07.2022
31669,Oklahoma,1092763,16159,,,USA,12.07.2022
31670,Oregon,828439,7873,,,USA,12.07.2022
31671,Pennsylvania,3020356,45821,,,USA,12.07.2022
31672,Puerto Rico,804312,4644,,,PRI,12.07.2022
31673,Rhode Island,405589,3618,,,USA,12.07.2022
31674,South Carolina,1573585,18055,,,USA,12.07.2022
31675,South Dakota,245705,2940,,,USA,12.07.2022
31676,Tennessee,2155207,26828,,,USA,12.07.2022
31677,Texas,7306972,88689,,,USA,12.07.2022
31678,Utah,989767,4847,,,USA,12.07.2022
31679,Vermont,136145,687,,,USA,12.07.2022
31680,Virgin Islands,21231,120,,,VIR,12.07.2022
31681,Virginia,1902133,20755,,,USA,12.07.2022
31682,Washington,1692004,13362,,,USA,12.07.2022
31683,West Virginia,540192,7091,,,USA,12.07.2022
31684,Wisconsin,1744108,14842,,,USA,12.07.2022
31685,Wyoming,167386,1845,,,USA,12.07.2022
31686,Alabama,56168,1124,25783.0,29261.0,USA,13.07.2020
31687,Alaska,1573,17,620.0,936.0,USA,13.07.2020
31688,American Samoa,0,0,,,ASM,13.07.2020
31689,Arizona,123824,2246,15254.0,106324.0,USA,13.07.2020
31690,Arkansas,28939,323,22106.0,6510.0,USA,13.07.2020
31691,California,343569,7054,,,USA,13.07.2020
31692,Colorado,42771,1788,4780.0,30729.0,USA,13.07.2020
31693,Connecticut,47510,4371,8351.0,34788.0,USA,13.07.2020
31694,Delaware,12879,581,7139.0,5159.0,USA,13.07.2020
31695,Diamond Princess,49,0,,,USA,13.07.2020
31696,District of Columbia,10906,568,1756.0,8582.0,USA,13.07.2020
31697,Florida,282435,4277,,,USA,13.07.2020
31698,Georgia,120572,3026,,,USA,13.07.2020
31699,Grand Princess,103,3,,,USA,13.07.2020
31700,Guam,312,5,202.0,105.0,GUM,13.07.2020
31701,Hawaii,1243,22,890.0,331.0,USA,13.07.2020
31702,Idaho,11404,102,3179.0,8123.0,USA,13.07.2020
31703,Illinois,155931,7394,,,USA,13.07.2020
31704,Indiana,52037,2703,38914.0,10420.0,USA,13.07.2020
31705,Iowa,35631,755,26664.0,8212.0,USA,13.07.2020
31706,Kansas,19645,298,920.0,18427.0,USA,13.07.2020
31707,Kentucky,19653,629,5344.0,13680.0,USA,13.07.2020
31708,Louisiana,79827,3423,46334.0,30070.0,USA,13.07.2020
31709,Maine,3558,114,3008.0,436.0,USA,13.07.2020
31710,Maryland,73527,3325,5230.0,64972.0,USA,13.07.2020
31711,Massachusetts,111827,8330,94347.0,9150.0,USA,13.07.2020
31712,Michigan,77198,6321,53867.0,17010.0,USA,13.07.2020
31713,Minnesota,42772,1542,37199.0,4031.0,USA,13.07.2020
31714,Mississippi,36680,1250,25932.0,9498.0,USA,13.07.2020
31715,Missouri,29192,1116,,,USA,13.07.2020
31716,Montana,1843,32,875.0,936.0,USA,13.07.2020
31717,Nebraska,21399,288,15860.0,5251.0,USA,13.07.2020
31718,Nevada,28515,593,789.0,27133.0,USA,13.07.2020
31719,New Hampshire,6068,391,5027.0,650.0,USA,13.07.2020
31720,New Jersey,176995,15560,31261.0,130174.0,USA,13.07.2020
31721,New Mexico,15291,548,6322.0,8421.0,USA,13.07.2020
31722,New York,402263,32231,71643.0,298389.0,USA,13.07.2020
31723,North Carolina,87669,1529,67124.0,19016.0,USA,13.07.2020
31724,North Dakota,4490,87,3653.0,702.0,USA,13.07.2020
31725,Northern Mariana Islands,33,2,19.0,12.0,MNP,13.07.2020
31726,Ohio,66853,2793,45194.0,18866.0,USA,13.07.2020
31727,Oklahoma,20746,424,15815.0,4507.0,USA,13.07.2020
31728,Oregon,12438,237,3094.0,9107.0,USA,13.07.2020
31729,Pennsylvania,99697,6919,73721.0,19057.0,USA,13.07.2020
31730,Puerto Rico,10010,167,,,PRI,13.07.2020
31731,Rhode Island,17487,1004,1691.0,14792.0,USA,13.07.2020
31732,South Carolina,58168,972,20957.0,36239.0,USA,13.07.2020
31733,South Dakota,7524,109,6543.0,872.0,USA,13.07.2020
31734,Tennessee,64889,749,36996.0,27150.0,USA,13.07.2020
31735,Texas,268319,3534,136419.0,128380.0,USA,13.07.2020
31736,Utah,30030,216,17728.0,12086.0,USA,13.07.2020
31737,Vermont,1301,56,1096.0,149.0,USA,13.07.2020
31738,Virgin Islands,206,6,96.0,104.0,VIR,13.07.2020
31739,Virginia,71642,1968,9330.0,60344.0,USA,13.07.2020
31740,Washington,42295,1414,,,USA,13.07.2020
31741,West Virginia,4313,97,2825.0,1391.0,USA,13.07.2020
31742,Wisconsin,36942,820,28670.0,7452.0,USA,13.07.2020
31743,Wyoming,1903,21,1372.0,510.0,USA,13.07.2020
31744,Alabama,555215,11402,,,USA,13.07.2021
31745,Alaska,71905,381,,,USA,13.07.2021
31746,American Samoa,0,0,,,ASM,13.07.2021
31747,Arizona,901906,18055,,,USA,13.07.2021
31748,Arkansas,358949,5970,,,USA,13.07.2021
31749,California,3914214,63540,,,USA,13.07.2021
31750,Colorado,568691,6943,,,USA,13.07.2021
31751,Connecticut,350245,8279,,,USA,13.07.2021
31752,Delaware,110112,1695,,,USA,13.07.2021
31753,Diamond Princess,49,0,,,USA,13.07.2021
31754,District of Columbia,49536,1144,,,USA,13.07.2021
31755,Florida,2404895,38157,,,USA,13.07.2021
31756,Georgia,1142268,21525,,,USA,13.07.2021
31757,Grand Princess,103,3,,,USA,13.07.2021
31758,Guam,8467,142,,,GUM,13.07.2021
31759,Hawaii,38605,521,,,USA,13.07.2021
31760,Idaho,196310,2165,,,USA,13.07.2021
31761,Illinois,1397670,25794,,,USA,13.07.2021
31762,Indiana,758479,13933,,,USA,13.07.2021
31763,Iowa,374627,6149,,,USA,13.07.2021
31764,Kansas,321657,5188,,,USA,13.07.2021
31765,Kentucky,468044,7271,,,USA,13.07.2021
31766,Louisiana,490904,10798,,,USA,13.07.2021
31767,Maine,69285,862,,,USA,13.07.2021
31768,Maryland,463383,9765,,,USA,13.07.2021
31769,Massachusetts,711446,14525,,,USA,13.07.2021
31770,Michigan,1002488,21092,,,USA,13.07.2021
31771,Minnesota,606870,7720,,,USA,13.07.2021
31772,Mississippi,325072,7451,,,USA,13.07.2021
31773,Missouri,642168,9857,,,USA,13.07.2021
31774,Montana,114415,1676,,,USA,13.07.2021
31775,Nebraska,225477,2265,,,USA,13.07.2021
31776,Nevada,340600,5731,,,USA,13.07.2021
31777,New Hampshire,99800,1381,,,USA,13.07.2021
31778,New Jersey,1026649,26516,,,USA,13.07.2021
31779,New Mexico,206666,4359,,,USA,13.07.2021
31780,New York,2121761,53534,,,USA,13.07.2021
31781,North Carolina,1019838,13503,,,USA,13.07.2021
31782,North Dakota,110713,1563,,,USA,13.07.2021
31783,Northern Mariana Islands,183,2,,,MNP,13.07.2021
31784,Ohio,1114835,20598,,,USA,13.07.2021
31785,Oklahoma,461893,7406,,,USA,13.07.2021
31786,Oregon,211065,2800,,,USA,13.07.2021
31787,Pennsylvania,1228558,27759,,,USA,13.07.2021
31788,Puerto Rico,140974,2555,,,PRI,13.07.2021
31789,Rhode Island,152842,2731,,,USA,13.07.2021
31790,South Carolina,600283,9856,,,USA,13.07.2021
31791,South Dakota,124652,2039,,,USA,13.07.2021
31792,Tennessee,870953,12560,,,USA,13.07.2021
31793,Texas,3061050,52591,,,USA,13.07.2021
31794,Utah,420685,2402,,,USA,13.07.2021
31795,Vermont,24497,258,,,USA,13.07.2021
31796,Virgin Islands,4043,32,,,VIR,13.07.2021
31797,Virginia,683202,11459,,,USA,13.07.2021
31798,Washington,457814,6022,,,USA,13.07.2021
31799,West Virginia,164685,2909,,,USA,13.07.2021
31800,Wisconsin,679180,8189,,,USA,13.07.2021
31801,Wyoming,63235,760,,,USA,13.07.2021
31802,Alabama,1384836,19812,,,USA,13.07.2022
31803,Alaska,278318,1309,,,USA,13.07.2022
31804,American Samoa,6505,31,,,ASM,13.07.2022
31805,Arizona,2161045,30632,,,USA,13.07.2022
31806,Arkansas,881424,11620,,,USA,13.07.2022
31807,California,10372792,92699,,,USA,13.07.2022
31808,Colorado,1576652,12990,,,USA,13.07.2022
31809,Connecticut,840071,11083,,,USA,13.07.2022
31810,Delaware,288583,3001,,,USA,13.07.2022
31811,Diamond Princess,49,0,,,USA,13.07.2022
31812,District of Columbia,159289,1354,,,USA,13.07.2022
31813,Florida,6614806,76489,,,USA,13.07.2022
31814,Georgia,2694160,38821,,,USA,13.07.2022
31815,Grand Princess,103,3,,,USA,13.07.2022
31816,Guam,53363,373,,,GUM,13.07.2022
31817,Hawaii,317540,1535,,,USA,13.07.2022
31818,Idaho,470457,4994,,,USA,13.07.2022
31819,Illinois,3486089,38707,,,USA,13.07.2022
31820,Indiana,1794605,23962,,,USA,13.07.2022
31821,Iowa,805363,9718,,,USA,13.07.2022
31822,Kansas,819622,8957,,,USA,13.07.2022
31823,Kentucky,1422927,16258,,,USA,13.07.2022
31824,Louisiana,1339245,17462,,,USA,13.07.2022
31825,Maine,272361,2463,,,USA,13.07.2022
31826,Maryland,1153203,14862,,,USA,13.07.2022
31827,Massachusetts,1936447,21035,,,USA,13.07.2022
31828,Michigan,2636214,37142,,,USA,13.07.2022
31829,Minnesota,1561487,13161,,,USA,13.07.2022
31830,Mississippi,852423,12560,,,USA,13.07.2022
31831,Missouri,1532312,20998,,,USA,13.07.2022
31832,Montana,289345,3450,,,USA,13.07.2022
31833,Nebraska,506899,4356,,,USA,13.07.2022
31834,Nevada,789815,11141,,,USA,13.07.2022
31835,New Hampshire,334845,2604,,,USA,13.07.2022
31836,New Jersey,2530796,34133,,,USA,13.07.2022
31837,New Mexico,575279,8006,,,USA,13.07.2022
31838,New York,5696031,69889,,,USA,13.07.2022
31839,North Carolina,2919068,25395,,,USA,13.07.2022
31840,North Dakota,253306,2296,,,USA,13.07.2022
31841,Northern Mariana Islands,12193,35,,,MNP,13.07.2022
31842,Ohio,2867291,39154,,,USA,13.07.2022
31843,Oklahoma,1092763,16159,,,USA,13.07.2022
31844,Oregon,830059,7884,,,USA,13.07.2022
31845,Pennsylvania,3038076,45949,,,USA,13.07.2022
31846,Puerto Rico,806697,4653,,,PRI,13.07.2022
31847,Rhode Island,405974,3619,,,USA,13.07.2022
31848,South Carolina,1573585,18055,,,USA,13.07.2022
31849,South Dakota,247274,2945,,,USA,13.07.2022
31850,Tennessee,2158809,26832,,,USA,13.07.2022
31851,Texas,7319729,88711,,,USA,13.07.2022
31852,Utah,989767,4847,,,USA,13.07.2022
31853,Vermont,136695,688,,,USA,13.07.2022
31854,Virgin Islands,21246,120,,,VIR,13.07.2022
31855,Virginia,1905474,20772,,,USA,13.07.2022
31856,Washington,1695915,13404,,,USA,13.07.2022
31857,West Virginia,541062,7099,,,USA,13.07.2022
31858,Wisconsin,1746344,14849,,,USA,13.07.2022
31859,Wyoming,167386,1845,,,USA,13.07.2022
31860,Alabama,58284,1164,25783.0,31337.0,USA,14.07.2020
31861,Alaska,1614,17,642.0,955.0,USA,14.07.2020
31862,American Samoa,0,0,,,ASM,14.07.2020
31863,Arizona,128097,2337,15678.0,110082.0,USA,14.07.2020
31864,Arkansas,29812,331,22844.0,6637.0,USA,14.07.2020
31865,California,354668,7182,,,USA,14.07.2020
31866,Colorado,43300,1795,4808.0,31140.0,USA,14.07.2020
31867,Connecticut,47530,4372,8351.0,34807.0,USA,14.07.2020
31868,Delaware,12969,581,7184.0,5204.0,USA,14.07.2020
31869,Diamond Princess,49,0,,,USA,14.07.2020
31870,District of Columbia,10946,568,1774.0,8604.0,USA,14.07.2020
31871,Florida,291629,4409,,,USA,14.07.2020
31872,Georgia,123963,3054,,,USA,14.07.2020
31873,Grand Princess,103,3,,,USA,14.07.2020
31874,Guam,312,5,210.0,97.0,GUM,14.07.2020
31875,Hawaii,1264,22,911.0,331.0,USA,14.07.2020
31876,Idaho,11720,103,3262.0,8355.0,USA,14.07.2020
31877,Illinois,156638,7419,,,USA,14.07.2020
31878,Indiana,52685,2709,39155.0,10821.0,USA,14.07.2020
31879,Iowa,35866,757,26952.0,8157.0,USA,14.07.2020
31880,Kansas,19887,299,920.0,18668.0,USA,14.07.2020
31881,Kentucky,20223,635,5389.0,14199.0,USA,14.07.2020
31882,Louisiana,82042,3445,46334.0,32263.0,USA,14.07.2020
31883,Maine,3566,114,3062.0,390.0,USA,14.07.2020
31884,Maryland,74260,3334,5238.0,65688.0,USA,14.07.2020
31885,Massachusetts,112130,8340,94347.0,9443.0,USA,14.07.2020
31886,Michigan,77864,6326,53867.0,17671.0,USA,14.07.2020
31887,Minnesota,43170,1548,37749.0,3873.0,USA,14.07.2020
31888,Mississippi,37542,1272,25932.0,10338.0,USA,14.07.2020
31889,Missouri,30173,1125,,,USA,14.07.2020
31890,Montana,1952,34,884.0,1034.0,USA,14.07.2020
31891,Nebraska,21717,286,16025.0,5406.0,USA,14.07.2020
31892,Nevada,29619,612,800.0,28207.0,USA,14.07.2020
31893,New Hampshire,6091,392,5056.0,643.0,USA,14.07.2020
31894,New Jersey,177450,15582,31318.0,130550.0,USA,14.07.2020
31895,New Mexico,15514,551,6363.0,8600.0,USA,14.07.2020
31896,New York,403175,32244,71692.0,299239.0,USA,14.07.2020
31897,North Carolina,90000,1571,67124.0,21305.0,USA,14.07.2020
31898,North Dakota,4562,88,3685.0,720.0,USA,14.07.2020
31899,Northern Mariana Islands,36,2,19.0,15.0,MNP,14.07.2020
31900,Ohio,67995,2806,46282.0,18907.0,USA,14.07.2020
31901,Oklahoma,21740,428,16635.0,4677.0,USA,14.07.2020
31902,Oregon,12805,244,3129.0,9432.0,USA,14.07.2020
31903,Pennsylvania,100611,6940,74436.0,19235.0,USA,14.07.2020
31904,Puerto Rico,10123,169,,,PRI,14.07.2020
31905,Rhode Island,17588,1005,1692.0,14891.0,USA,14.07.2020
31906,South Carolina,60389,993,23849.0,35547.0,USA,14.07.2020
31907,South Dakota,7572,109,6599.0,864.0,USA,14.07.2020
31908,Tennessee,66992,767,38272.0,27960.0,USA,14.07.2020
31909,Texas,277362,3631,142398.0,131336.0,USA,14.07.2020
31910,Utah,30478,226,18111.0,12141.0,USA,14.07.2020
31911,Vermont,1305,56,1099.0,150.0,USA,14.07.2020
31912,Virgin Islands,206,6,96.0,104.0,VIR,14.07.2020
31913,Virginia,72443,1977,9423.0,61043.0,USA,14.07.2020
31914,Washington,43037,1426,,,USA,14.07.2020
31915,West Virginia,4407,97,2982.0,1328.0,USA,14.07.2020
31916,Wisconsin,37906,826,29275.0,7805.0,USA,14.07.2020
31917,Wyoming,1950,22,1462.0,466.0,USA,14.07.2020
31918,Alabama,556613,11428,,,USA,14.07.2021
31919,Alaska,72153,381,,,USA,14.07.2021
31920,American Samoa,0,0,,,ASM,14.07.2021
31921,Arizona,903851,18076,,,USA,14.07.2021
31922,Arkansas,360258,5977,,,USA,14.07.2021
31923,California,3917991,63566,,,USA,14.07.2021
31924,Colorado,569240,6951,,,USA,14.07.2021
31925,Connecticut,350386,8279,,,USA,14.07.2021
31926,Delaware,110182,1696,,,USA,14.07.2021
31927,Diamond Princess,49,0,,,USA,14.07.2021
31928,District of Columbia,49574,1145,,,USA,14.07.2021
31929,Florida,2404895,38157,,,USA,14.07.2021
31930,Georgia,1143528,21527,,,USA,14.07.2021
31931,Grand Princess,103,3,,,USA,14.07.2021
31932,Guam,8471,142,,,GUM,14.07.2021
31933,Hawaii,38653,521,,,USA,14.07.2021
31934,Idaho,196489,2165,,,USA,14.07.2021
31935,Illinois,1398413,25800,,,USA,14.07.2021
31936,Indiana,759062,13938,,,USA,14.07.2021
31937,Iowa,375278,6158,,,USA,14.07.2021
