PAIS_ISO3,PAIS_NOM,INDICADOR,FECHA,ANY_SEMANA,VALOR,FUENTE_ORIGEN
CZE,Czechia,Daily hospital occupancy,22-06-2022,2022-25,126.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-06-2022,2022-25,140.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-06-2022,2022-25,140.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-06-2022,2022-25,115.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-06-2022,2022-25,135.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-06-2022,2022-26,182.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-06-2022,2022-26,196.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-06-2022,2022-26,216.0,Country_Website
CZE,Czechia,Daily hospital occupancy,30-06-2022,2022-26,224.0,Country_Website
CZE,Czechia,Daily hospital occupancy,01-07-2022,2022-26,243.0,Country_Website
CZE,Czechia,Daily hospital occupancy,02-07-2022,2022-26,227.0,Country_Website
CZE,Czechia,Daily hospital occupancy,03-07-2022,2022-26,243.0,Country_Website
CZE,Czechia,Daily hospital occupancy,04-07-2022,2022-27,295.0,Country_Website
CZE,Czechia,Daily hospital occupancy,05-07-2022,2022-27,272.0,Country_Website
CZE,Czechia,Daily hospital occupancy,06-07-2022,2022-27,268.0,Country_Website
CZE,Czechia,Daily hospital occupancy,07-07-2022,2022-27,323.0,Country_Website
CZE,Czechia,Daily hospital occupancy,08-07-2022,2022-27,319.0,Country_Website
CZE,Czechia,Daily hospital occupancy,09-07-2022,2022-27,272.0,Country_Website
CZE,Czechia,Daily hospital occupancy,10-07-2022,2022-27,288.0,Country_Website
CZE,Czechia,Daily hospital occupancy,11-07-2022,2022-28,374.0,Country_Website
CZE,Czechia,Daily hospital occupancy,12-07-2022,2022-28,433.0,Country_Website
CZE,Czechia,Daily hospital occupancy,13-07-2022,2022-28,437.0,Country_Website
CZE,Czechia,Daily hospital occupancy,14-07-2022,2022-28,484.0,Country_Website
CZE,Czechia,Daily hospital occupancy,15-07-2022,2022-28,541.0,Country_Website
CZE,Czechia,Daily hospital occupancy,16-07-2022,2022-28,518.0,Country_Website
CZE,Czechia,Daily hospital occupancy,17-07-2022,2022-28,562.0,Country_Website
CZE,Czechia,Daily hospital occupancy,18-07-2022,2022-29,684.0,Country_Website
CZE,Czechia,Daily hospital occupancy,19-07-2022,2022-29,734.0,Country_Website
CZE,Czechia,Daily hospital occupancy,20-07-2022,2022-29,796.0,Country_Website
CZE,Czechia,Daily hospital occupancy,21-07-2022,2022-29,855.0,Country_Website
CZE,Czechia,Daily hospital occupancy,22-07-2022,2022-29,953.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-07-2022,2022-29,891.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-07-2022,2022-29,960.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-07-2022,2022-30,1186.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-07-2022,2022-30,1253.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-07-2022,2022-30,1286.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-07-2022,2022-30,1318.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-07-2022,2022-30,1302.0,Country_Website
CZE,Czechia,Daily hospital occupancy,30-07-2022,2022-30,1167.0,Country_Website
CZE,Czechia,Daily hospital occupancy,31-07-2022,2022-30,1192.0,Country_Website
CZE,Czechia,Daily hospital occupancy,01-08-2022,2022-31,1373.0,Country_Website
CZE,Czechia,Daily hospital occupancy,02-08-2022,2022-31,1351.0,Country_Website
CZE,Czechia,Daily hospital occupancy,03-08-2022,2022-31,1298.0,Country_Website
CZE,Czechia,Daily hospital occupancy,04-08-2022,2022-31,1311.0,Country_Website
CZE,Czechia,Daily hospital occupancy,05-08-2022,2022-31,1260.0,Country_Website
CZE,Czechia,Daily hospital occupancy,06-08-2022,2022-31,1090.0,Country_Website
CZE,Czechia,Daily hospital occupancy,07-08-2022,2022-31,1111.0,Country_Website
CZE,Czechia,Daily hospital occupancy,08-08-2022,2022-32,1280.0,Country_Website
CZE,Czechia,Daily hospital occupancy,09-08-2022,2022-32,1208.0,Country_Website
CZE,Czechia,Daily hospital occupancy,10-08-2022,2022-32,1218.0,Country_Website
CZE,Czechia,Daily hospital occupancy,11-08-2022,2022-32,1168.0,Country_Website
CZE,Czechia,Daily hospital occupancy,12-08-2022,2022-32,1147.0,Country_Website
CZE,Czechia,Daily hospital occupancy,13-08-2022,2022-32,1027.0,Country_Website
CZE,Czechia,Daily hospital occupancy,14-08-2022,2022-32,1044.0,Country_Website
CZE,Czechia,Daily hospital occupancy,15-08-2022,2022-33,1191.0,Country_Website
CZE,Czechia,Daily hospital occupancy,16-08-2022,2022-33,1113.0,Country_Website
CZE,Czechia,Daily hospital occupancy,17-08-2022,2022-33,1104.0,Country_Website
CZE,Czechia,Daily hospital occupancy,18-08-2022,2022-33,1035.0,Country_Website
CZE,Czechia,Daily hospital occupancy,19-08-2022,2022-33,1049.0,Country_Website
CZE,Czechia,Daily hospital occupancy,20-08-2022,2022-33,906.0,Country_Website
CZE,Czechia,Daily hospital occupancy,21-08-2022,2022-33,901.0,Country_Website
CZE,Czechia,Daily hospital occupancy,22-08-2022,2022-34,1004.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-08-2022,2022-34,971.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-08-2022,2022-34,917.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-08-2022,2022-34,882.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-08-2022,2022-34,866.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-08-2022,2022-34,772.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-08-2022,2022-34,768.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-08-2022,2022-35,898.0,Country_Website
CZE,Czechia,Daily hospital occupancy,30-08-2022,2022-35,857.0,Country_Website
CZE,Czechia,Daily hospital occupancy,31-08-2022,2022-35,817.0,Country_Website
CZE,Czechia,Daily hospital occupancy,01-09-2022,2022-35,766.0,Country_Website
CZE,Czechia,Daily hospital occupancy,02-09-2022,2022-35,731.0,Country_Website
CZE,Czechia,Daily hospital occupancy,03-09-2022,2022-35,635.0,Country_Website
CZE,Czechia,Daily hospital occupancy,04-09-2022,2022-35,659.0,Country_Website
CZE,Czechia,Daily hospital occupancy,05-09-2022,2022-36,776.0,Country_Website
CZE,Czechia,Daily hospital occupancy,06-09-2022,2022-36,790.0,Country_Website
CZE,Czechia,Daily hospital occupancy,07-09-2022,2022-36,759.0,Country_Website
CZE,Czechia,Daily hospital occupancy,08-09-2022,2022-36,784.0,Country_Website
CZE,Czechia,Daily hospital occupancy,09-09-2022,2022-36,768.0,Country_Website
CZE,Czechia,Daily hospital occupancy,10-09-2022,2022-36,693.0,Country_Website
CZE,Czechia,Daily hospital occupancy,11-09-2022,2022-36,737.0,Country_Website
CZE,Czechia,Daily hospital occupancy,12-09-2022,2022-37,879.0,Country_Website
CZE,Czechia,Daily hospital occupancy,13-09-2022,2022-37,907.0,Country_Website
CZE,Czechia,Daily hospital occupancy,14-09-2022,2022-37,913.0,Country_Website
CZE,Czechia,Daily hospital occupancy,15-09-2022,2022-37,926.0,Country_Website
CZE,Czechia,Daily hospital occupancy,16-09-2022,2022-37,951.0,Country_Website
CZE,Czechia,Daily hospital occupancy,17-09-2022,2022-37,819.0,Country_Website
CZE,Czechia,Daily hospital occupancy,18-09-2022,2022-37,870.0,Country_Website
CZE,Czechia,Daily hospital occupancy,19-09-2022,2022-38,1007.0,Country_Website
CZE,Czechia,Daily hospital occupancy,20-09-2022,2022-38,976.0,Country_Website
CZE,Czechia,Daily hospital occupancy,21-09-2022,2022-38,978.0,Country_Website
CZE,Czechia,Daily hospital occupancy,22-09-2022,2022-38,1002.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-09-2022,2022-38,1071.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-09-2022,2022-38,992.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-09-2022,2022-38,1080.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-09-2022,2022-39,1431.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-09-2022,2022-39,1525.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-09-2022,2022-39,1427.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-09-2022,2022-39,1666.0,Country_Website
CZE,Czechia,Daily hospital occupancy,30-09-2022,2022-39,1729.0,Country_Website
CZE,Czechia,Daily hospital occupancy,01-10-2022,2022-39,1586.0,Country_Website
CZE,Czechia,Daily hospital occupancy,02-10-2022,2022-39,1669.0,Country_Website
CZE,Czechia,Daily hospital occupancy,03-10-2022,2022-40,1968.0,Country_Website
CZE,Czechia,Daily hospital occupancy,04-10-2022,2022-40,2020.0,Country_Website
CZE,Czechia,Daily hospital occupancy,05-10-2022,2022-40,1959.0,Country_Website
CZE,Czechia,Daily hospital occupancy,06-10-2022,2022-40,1930.0,Country_Website
CZE,Czechia,Daily hospital occupancy,07-10-2022,2022-40,1926.0,Country_Website
CZE,Czechia,Daily hospital occupancy,08-10-2022,2022-40,1657.0,Country_Website
CZE,Czechia,Daily hospital occupancy,09-10-2022,2022-40,1749.0,Country_Website
CZE,Czechia,Daily hospital occupancy,10-10-2022,2022-41,2014.0,Country_Website
CZE,Czechia,Daily hospital occupancy,11-10-2022,2022-41,1907.0,Country_Website
CZE,Czechia,Daily hospital occupancy,12-10-2022,2022-41,1817.0,Country_Website
CZE,Czechia,Daily hospital occupancy,13-10-2022,2022-41,1742.0,Country_Website
CZE,Czechia,Daily hospital occupancy,14-10-2022,2022-41,1653.0,Country_Website
CZE,Czechia,Daily hospital occupancy,15-10-2022,2022-41,1407.0,Country_Website
CZE,Czechia,Daily hospital occupancy,16-10-2022,2022-41,1461.0,Country_Website
CZE,Czechia,Daily hospital occupancy,17-10-2022,2022-42,1670.0,Country_Website
CZE,Czechia,Daily hospital occupancy,18-10-2022,2022-42,1600.0,Country_Website
CZE,Czechia,Daily hospital occupancy,19-10-2022,2022-42,1404.0,Country_Website
CZE,Czechia,Daily hospital occupancy,20-10-2022,2022-42,1304.0,Country_Website
CZE,Czechia,Daily hospital occupancy,21-10-2022,2022-42,1180.0,Country_Website
CZE,Czechia,Daily hospital occupancy,22-10-2022,2022-42,1025.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-10-2022,2022-42,1023.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-10-2022,2022-43,1159.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-10-2022,2022-43,1044.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-10-2022,2022-43,999.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-10-2022,2022-43,923.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-10-2022,2022-43,772.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-10-2022,2022-43,753.0,Country_Website
CZE,Czechia,Daily hospital occupancy,30-10-2022,2022-43,766.0,Country_Website
CZE,Czechia,Daily hospital occupancy,31-10-2022,2022-44,859.0,Country_Website
CZE,Czechia,Daily hospital occupancy,01-11-2022,2022-44,829.0,Country_Website
CZE,Czechia,Daily hospital occupancy,02-11-2022,2022-44,812.0,Country_Website
CZE,Czechia,Daily hospital occupancy,03-11-2022,2022-44,750.0,Country_Website
CZE,Czechia,Daily hospital occupancy,04-11-2022,2022-44,699.0,Country_Website
CZE,Czechia,Daily hospital occupancy,05-11-2022,2022-44,593.0,Country_Website
CZE,Czechia,Daily hospital occupancy,06-11-2022,2022-44,609.0,Country_Website
CZE,Czechia,Daily hospital occupancy,07-11-2022,2022-45,676.0,Country_Website
CZE,Czechia,Daily hospital occupancy,08-11-2022,2022-45,652.0,Country_Website
CZE,Czechia,Daily hospital occupancy,09-11-2022,2022-45,611.0,Country_Website
CZE,Czechia,Daily hospital occupancy,10-11-2022,2022-45,563.0,Country_Website
CZE,Czechia,Daily hospital occupancy,11-11-2022,2022-45,569.0,Country_Website
CZE,Czechia,Daily hospital occupancy,12-11-2022,2022-45,499.0,Country_Website
CZE,Czechia,Daily hospital occupancy,13-11-2022,2022-45,497.0,Country_Website
CZE,Czechia,Daily hospital occupancy,14-11-2022,2022-46,562.0,Country_Website
CZE,Czechia,Daily hospital occupancy,15-11-2022,2022-46,552.0,Country_Website
CZE,Czechia,Daily hospital occupancy,16-11-2022,2022-46,535.0,Country_Website
CZE,Czechia,Daily hospital occupancy,17-11-2022,2022-46,480.0,Country_Website
CZE,Czechia,Daily hospital occupancy,18-11-2022,2022-46,517.0,Country_Website
CZE,Czechia,Daily hospital occupancy,19-11-2022,2022-46,439.0,Country_Website
CZE,Czechia,Daily hospital occupancy,20-11-2022,2022-46,461.0,Country_Website
CZE,Czechia,Daily hospital occupancy,21-11-2022,2022-47,565.0,Country_Website
CZE,Czechia,Daily hospital occupancy,22-11-2022,2022-47,563.0,Country_Website
CZE,Czechia,Daily hospital occupancy,23-11-2022,2022-47,568.0,Country_Website
CZE,Czechia,Daily hospital occupancy,24-11-2022,2022-47,565.0,Country_Website
CZE,Czechia,Daily hospital occupancy,25-11-2022,2022-47,537.0,Country_Website
CZE,Czechia,Daily hospital occupancy,26-11-2022,2022-47,459.0,Country_Website
CZE,Czechia,Daily hospital occupancy,27-11-2022,2022-47,463.0,Country_Website
CZE,Czechia,Daily hospital occupancy,28-11-2022,2022-48,539.0,Country_Website
CZE,Czechia,Daily hospital occupancy,29-11-2022,2022-48,671.0,Country_API
CZE,Czechia,Daily hospital occupancy,30-11-2022,2022-48,687.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-12-2022,2022-48,688.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-12-2022,2022-48,685.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-12-2022,2022-48,637.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-12-2022,2022-48,663.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-12-2022,2022-49,761.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-12-2022,2022-49,797.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-12-2022,2022-49,815.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-12-2022,2022-49,816.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-12-2022,2022-49,849.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-12-2022,2022-49,759.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-12-2022,2022-49,784.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-12-2022,2022-50,890.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-12-2022,2022-50,869.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-12-2022,2022-50,833.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-12-2022,2022-50,814.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-12-2022,2022-50,822.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-12-2022,2022-50,754.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-12-2022,2022-50,786.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-12-2022,2022-51,902.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-12-2022,2022-51,900.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-12-2022,2022-51,846.0,Country_API
CZE,Czechia,Daily hospital occupancy,22-12-2022,2022-51,836.0,Country_API
CZE,Czechia,Daily hospital occupancy,23-12-2022,2022-51,757.0,Country_API
CZE,Czechia,Daily hospital occupancy,24-12-2022,2022-51,594.0,Country_API
CZE,Czechia,Daily hospital occupancy,25-12-2022,2022-51,603.0,Country_API
CZE,Czechia,Daily hospital occupancy,26-12-2022,2022-52,627.0,Country_API
CZE,Czechia,Daily hospital occupancy,27-12-2022,2022-52,762.0,Country_API
CZE,Czechia,Daily hospital occupancy,28-12-2022,2022-52,710.0,Country_API
CZE,Czechia,Daily hospital occupancy,29-12-2022,2022-52,675.0,Country_API
CZE,Czechia,Daily hospital occupancy,30-12-2022,2022-52,665.0,Country_API
CZE,Czechia,Daily hospital occupancy,31-12-2022,2022-52,604.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-01-2023,2022-52,602.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-01-2023,2023-01,681.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-01-2023,2023-01,686.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-01-2023,2023-01,676.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-01-2023,2023-01,631.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-01-2023,2023-01,588.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-01-2023,2023-01,493.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-01-2023,2023-01,488.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-01-2023,2023-02,542.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-01-2023,2023-02,521.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-01-2023,2023-02,456.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-01-2023,2023-02,416.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-01-2023,2023-02,397.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-01-2023,2023-02,319.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-01-2023,2023-02,323.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-01-2023,2023-03,354.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-01-2023,2023-03,343.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-01-2023,2023-03,327.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-01-2023,2023-03,319.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-01-2023,2023-03,303.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-01-2023,2023-03,259.0,Country_API
CZE,Czechia,Daily hospital occupancy,22-01-2023,2023-03,276.0,Country_API
CZE,Czechia,Daily hospital occupancy,23-01-2023,2023-04,320.0,Country_API
CZE,Czechia,Daily hospital occupancy,24-01-2023,2023-04,321.0,Country_API
CZE,Czechia,Daily hospital occupancy,25-01-2023,2023-04,318.0,Country_API
CZE,Czechia,Daily hospital occupancy,26-01-2023,2023-04,307.0,Country_API
CZE,Czechia,Daily hospital occupancy,27-01-2023,2023-04,297.0,Country_API
CZE,Czechia,Daily hospital occupancy,28-01-2023,2023-04,277.0,Country_API
CZE,Czechia,Daily hospital occupancy,29-01-2023,2023-04,290.0,Country_API
CZE,Czechia,Daily hospital occupancy,30-01-2023,2023-05,348.0,Country_API
CZE,Czechia,Daily hospital occupancy,31-01-2023,2023-05,356.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-02-2023,2023-05,349.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-02-2023,2023-05,335.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-02-2023,2023-05,346.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-02-2023,2023-05,306.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-02-2023,2023-05,319.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-02-2023,2023-06,385.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-02-2023,2023-06,371.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-02-2023,2023-06,359.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-02-2023,2023-06,389.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-02-2023,2023-06,418.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-02-2023,2023-06,398.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-02-2023,2023-06,436.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-02-2023,2023-07,523.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-02-2023,2023-07,549.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-02-2023,2023-07,584.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-02-2023,2023-07,597.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-02-2023,2023-07,621.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-02-2023,2023-07,595.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-02-2023,2023-07,611.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-02-2023,2023-08,746.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-02-2023,2023-08,751.0,Country_API
CZE,Czechia,Daily hospital occupancy,22-02-2023,2023-08,765.0,Country_API
CZE,Czechia,Daily hospital occupancy,23-02-2023,2023-08,766.0,Country_API
CZE,Czechia,Daily hospital occupancy,24-02-2023,2023-08,788.0,Country_API
CZE,Czechia,Daily hospital occupancy,25-02-2023,2023-08,697.0,Country_API
CZE,Czechia,Daily hospital occupancy,26-02-2023,2023-08,694.0,Country_API
CZE,Czechia,Daily hospital occupancy,27-02-2023,2023-09,808.0,Country_API
CZE,Czechia,Daily hospital occupancy,28-02-2023,2023-09,779.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-03-2023,2023-09,741.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-03-2023,2023-09,765.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-03-2023,2023-09,728.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-03-2023,2023-09,611.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-03-2023,2023-09,647.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-03-2023,2023-10,781.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-03-2023,2023-10,798.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-03-2023,2023-10,781.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-03-2023,2023-10,782.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-03-2023,2023-10,785.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-03-2023,2023-10,683.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-03-2023,2023-10,715.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-03-2023,2023-11,876.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-03-2023,2023-11,825.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-03-2023,2023-11,861.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-03-2023,2023-11,838.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-03-2023,2023-11,850.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-03-2023,2023-11,741.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-03-2023,2023-11,778.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-03-2023,2023-12,868.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-03-2023,2023-12,852.0,Country_API
CZE,Czechia,Daily hospital occupancy,22-03-2023,2023-12,782.0,Country_API
CZE,Czechia,Daily hospital occupancy,23-03-2023,2023-12,763.0,Country_API
CZE,Czechia,Daily hospital occupancy,24-03-2023,2023-12,724.0,Country_API
CZE,Czechia,Daily hospital occupancy,25-03-2023,2023-12,636.0,Country_API
CZE,Czechia,Daily hospital occupancy,26-03-2023,2023-12,633.0,Country_API
CZE,Czechia,Daily hospital occupancy,27-03-2023,2023-13,684.0,Country_API
CZE,Czechia,Daily hospital occupancy,28-03-2023,2023-13,669.0,Country_API
CZE,Czechia,Daily hospital occupancy,29-03-2023,2023-13,636.0,Country_API
CZE,Czechia,Daily hospital occupancy,30-03-2023,2023-13,570.0,Country_API
CZE,Czechia,Daily hospital occupancy,31-03-2023,2023-13,534.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-04-2023,2023-13,474.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-04-2023,2023-13,497.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-04-2023,2023-14,519.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-04-2023,2023-14,498.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-04-2023,2023-14,466.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-04-2023,2023-14,430.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-04-2023,2023-14,324.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-04-2023,2023-14,316.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-04-2023,2023-14,323.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-04-2023,2023-15,356.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-04-2023,2023-15,440.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-04-2023,2023-15,421.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-04-2023,2023-15,388.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-04-2023,2023-15,380.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-04-2023,2023-15,333.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-04-2023,2023-15,339.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-04-2023,2023-16,361.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-04-2023,2023-16,338.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-04-2023,2023-16,322.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-04-2023,2023-16,290.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-04-2023,2023-16,268.0,Country_API
CZE,Czechia,Daily hospital occupancy,22-04-2023,2023-16,213.0,Country_API
CZE,Czechia,Daily hospital occupancy,23-04-2023,2023-16,217.0,Country_API
CZE,Czechia,Daily hospital occupancy,24-04-2023,2023-17,256.0,Country_API
CZE,Czechia,Daily hospital occupancy,25-04-2023,2023-17,239.0,Country_API
CZE,Czechia,Daily hospital occupancy,26-04-2023,2023-17,219.0,Country_API
CZE,Czechia,Daily hospital occupancy,27-04-2023,2023-17,208.0,Country_API
CZE,Czechia,Daily hospital occupancy,28-04-2023,2023-17,194.0,Country_API
CZE,Czechia,Daily hospital occupancy,29-04-2023,2023-17,152.0,Country_API
CZE,Czechia,Daily hospital occupancy,30-04-2023,2023-17,155.0,Country_API
CZE,Czechia,Daily hospital occupancy,01-05-2023,2023-18,152.0,Country_API
CZE,Czechia,Daily hospital occupancy,02-05-2023,2023-18,172.0,Country_API
CZE,Czechia,Daily hospital occupancy,03-05-2023,2023-18,154.0,Country_API
CZE,Czechia,Daily hospital occupancy,04-05-2023,2023-18,150.0,Country_API
CZE,Czechia,Daily hospital occupancy,05-05-2023,2023-18,142.0,Country_API
CZE,Czechia,Daily hospital occupancy,06-05-2023,2023-18,103.0,Country_API
CZE,Czechia,Daily hospital occupancy,07-05-2023,2023-18,99.0,Country_API
CZE,Czechia,Daily hospital occupancy,08-05-2023,2023-19,99.0,Country_API
CZE,Czechia,Daily hospital occupancy,09-05-2023,2023-19,118.0,Country_API
CZE,Czechia,Daily hospital occupancy,10-05-2023,2023-19,112.0,Country_API
CZE,Czechia,Daily hospital occupancy,11-05-2023,2023-19,109.0,Country_API
CZE,Czechia,Daily hospital occupancy,12-05-2023,2023-19,104.0,Country_API
CZE,Czechia,Daily hospital occupancy,13-05-2023,2023-19,81.0,Country_API
CZE,Czechia,Daily hospital occupancy,14-05-2023,2023-19,80.0,Country_API
CZE,Czechia,Daily hospital occupancy,15-05-2023,2023-20,97.0,Country_API
CZE,Czechia,Daily hospital occupancy,16-05-2023,2023-20,105.0,Country_API
CZE,Czechia,Daily hospital occupancy,17-05-2023,2023-20,101.0,Country_API
CZE,Czechia,Daily hospital occupancy,18-05-2023,2023-20,90.0,Country_API
CZE,Czechia,Daily hospital occupancy,19-05-2023,2023-20,88.0,Country_API
CZE,Czechia,Daily hospital occupancy,20-05-2023,2023-20,62.0,Country_API
CZE,Czechia,Daily hospital occupancy,21-05-2023,2023-20,66.0,Country_API
