PAIS_ISO3,CONTINENTE,ISO_continente,NOMBRE_VACUNA,NOMBRE_TIPO_VACUNA,NOMBRE_COMPAÑIA,FECHA_AUTORIZACION,FECHA_INICIO_VACUNACION,FUENTE_DATOS
FRO,Europe,EU,Moderna - mRNA-1273,mRNA-1273,Moderna,0,0,OWID
FRO,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
SHN,Africa,AF,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
GRL,North America,NA,Moderna - mRNA-1273,mRNA-1273,Moderna,0,0,OWID
JEY,Europe,EU,Moderna - mRNA-1273,mRNA-1273,Moderna,0,0,OWID
JEY,Europe,EU,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
JEY,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
GGY,Europe,EU,Moderna - mRNA-1273,mRNA-1273,Moderna,0,0,OWID
GGY,Europe,EU,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
GGY,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
TUR,Asia,AS,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
TUR,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,OWID
TUR,Asia,AS,Turkovac,Sin Determinar,Sin Determinar,0,0,OWID
RUS,Europe,EU,SRCVB - EpiVacCorona,EpiVacCorona,State Research Center of Virology & Biotechnology,0,0,OWID
BIH,Europe,EU,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
BIH,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
BIH,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,OWID
IMN,Europe,EU,Moderna - mRNA-1273,mRNA-1273,Moderna,0,0,OWID
IMN,Europe,EU,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
IMN,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
GIB,Europe,EU,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
GIB,Europe,EU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,0,0,OWID
FLK,South America,SA,AstraZeneca - AZD1222,AZD1222,AstraZeneca,0,0,OWID
TKM,Asia,AS,Anhui ZL - Zifivax,Zifivax,Anhui Zhifei Longcom Biopharmaceutical,0,24-02-2021,REPORTING
CHN,Asia,AS,Anhui ZL - Zifivax,Zifivax,Anhui Zhifei Longcom Biopharmaceutical,17-03-2021,17-03-2021,REPORTING
UZB,Asia,AS,Anhui ZL - Zifivax,Zifivax,Anhui Zhifei Longcom Biopharmaceutical,0,28-04-2021,REPORTING
CHN,Asia,AS,Shenzhen - LV-SMENP-DC,LV-SMENP-DC,Shenzhen GenoImmune Medical Institute,14-05-2021,01-06-2021,REPORTING
DEU,Europe,EU,Valneva - VLA2001,VLA2001,Valneva,0,14-09-2022,REPORTING
AUT,Europe,EU,Valneva - VLA2001,VLA2001,Valneva,0,24-08-2022,REPORTING
CUB,North America,NA,Finlay - Soberana-02,Soberana-02,Instituto Finlay de Vacunas,0,0,REPORTING
NIC,North America,NA,Finlay - Soberana-02,Soberana-02,Instituto Finlay de Vacunas,0,25-10-2021,REPORTING
IRN,Asia,AS,Finlay - Soberana-02,Soberana-02,Instituto Finlay de Vacunas,0,0,REPORTING
VEN,South America,SA,Finlay - Soberana-02,Soberana-02,Instituto Finlay de Vacunas,0,0,REPORTING
CHN,Asia,AS,IMB - Covidful,Covidful,Insitute of Medical Biology,09-06-2021,09-06-2021,REPORTING
ARM,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,27-01-2021,REPORTING
VNM,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,23-03-2021,01-08-2021,REPORTING
YEM,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
KAZ,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,07-04-2021,REPORTING
TKM,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,24-02-2021,REPORTING
OMN,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,14-02-2021,29-12-2020,REPORTING
PHL,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,19-03-2021,04-05-2021,REPORTING
LAO,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,03-02-2021,09-02-2021,REPORTING
GIN,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,27-01-2021,05-03-2021,REPORTING
GHA,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,09-02-2021,02-03-2021,REPORTING
SYR,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,03-02-2021,01-04-2021,REPORTING
CIV,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,01-03-2021,REPORTING
VEN,South America,SA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,01-01-2021,22-02-2021,REPORTING
LBN,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,16-12-2020,14-02-2021,REPORTING
LKA,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,04-03-2021,06-05-2021,REPORTING
PRY,South America,SA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,22-12-2020,22-02-2021,REPORTING
NIC,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,02-02-2021,03-03-2021,REPORTING
MDV,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,30-01-2021,0,REPORTING
JOR,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,13-12-2020,13-01-2021,REPORTING
IRN,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,27-01-2021,09-02-2021,REPORTING
KWT,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
MNE,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,24-02-2021,REPORTING
BGD,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,27-04-2021,0,REPORTING
SRB,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,06-01-2021,REPORTING
UZB,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,28-04-2021,REPORTING
MNG,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,06-02-2021,19-03-2021,REPORTING
PAK,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,20-01-2021,03-02-2021,REPORTING
SAU,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
DZA,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,10-01-2021,30-01-2021,REPORTING
RWA,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,31-03-2021,0,REPORTING
SDN,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
IND,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,12-04-2021,14-05-2021,REPORTING
ALB,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,24-03-2021,REPORTING
LBY,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,24-02-2021,11-04-2021,REPORTING
VCT,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,30-01-2021,01-02-2021,REPORTING
HND,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,19-02-2021,22-04-2021,REPORTING
ATG,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,24-07-2021,16-08-2021,REPORTING
NPL,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,20-04-2021,0,REPORTING
MKD,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,10-03-2021,REPORTING
BLR,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,03-02-2021,REPORTING
ARG,South America,SA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,23-12-2020,29-12-2020,REPORTING
SYC,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
GTM,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,17-05-2021,REPORTING
QAT,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
IRQ,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,29-12-2020,02-03-2021,REPORTING
BHR,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,03-11-2020,04-11-2020,REPORTING
GUY,South America,SA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,02-04-2021,02-04-2021,REPORTING
SOM,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
ARE,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
BOL,South America,SA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,30-01-2021,REPORTING
MAR,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
KGZ,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,21-04-2021,REPORTING
HUN,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,10-02-2021,REPORTING
TUN,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,11-01-2021,13-03-2021,REPORTING
MDA,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,05-05-2021,REPORTING
AFG,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
SVK,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,30-06-2021,REPORTING
MEX,North America,NA,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,09-02-2021,24-02-2021,REPORTING
TJK,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,18-08-2021,REPORTING
COG,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,03-03-2021,23-03-2021,REPORTING
EGY,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,30-12-2020,24-01-2021,REPORTING
GAB,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
ZWE,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
PSE,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,25-01-2021,02-02-2021,REPORTING
DJI,Africa,AF,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,22-02-2021,15-03-2021,REPORTING
MYS,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,0,REPORTING
SMR,Europe,EU,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,24-02-2021,REPORTING
AZE,Asia,AS,Gamaleya - Gam-Covid-Vac,Gam-Covid-Vac,Gamaleya Research Institute,0,19-05-2021,REPORTING
KAZ,Asia,AS,RIBSP - QazVac,QazVac,Research Institute for Biological Safety Problems,0,28-04-2021,REPORTING
TKM,Asia,AS,RIBSP - QazVac,QazVac,Research Institute for Biological Safety Problems,0,24-02-2021,REPORTING
KGZ,Asia,AS,RIBSP - QazVac,QazVac,Research Institute for Biological Safety Problems,0,29-09-2021,REPORTING
ETH,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),05-03-2021,13-03-2021,REPORTING
ARM,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,26-05-2021,REPORTING
TCD,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),07-05-2021,04-06-2021,REPORTING
VNM,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-06-2021,10-07-2021,REPORTING
MDG,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),05-08-2021,0,REPORTING
BRB,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,30-06-2021,REPORTING
LAO,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),16-06-2021,25-11-2020,REPORTING
VUT,Oceania,OC,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),02-06-2021,15-06-2021,REPORTING
ZMB,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
SUR,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),28-06-2021,10-07-2021,REPORTING
CIV,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),10-06-2021,0,REPORTING
VEN,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),12-03-2021,08-03-2021,REPORTING
LBN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),16-12-2020,14-02-2021,REPORTING
PHL,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),07-06-2021,30-08-2021,REPORTING
SLV,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-06-2021,22-06-2021,REPORTING
GIN,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),12-02-2021,05-03-2021,REPORTING
DOM,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
BTN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),16-03-2021,20-07-2021,REPORTING
GMB,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,10-03-2021,REPORTING
SYR,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-02-2021,01-04-2021,REPORTING
KIR,Oceania,OC,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),29-06-2021,03-09-2021,REPORTING
PNG,Oceania,OC,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),25-05-2021,28-06-2021,REPORTING
MDV,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),17-03-2021,22-03-2021,REPORTING
JOR,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),13-12-2020,13-01-2021,REPORTING
IRN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),27-01-2021,09-02-2021,REPORTING
NER,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),23-02-2021,29-03-2021,REPORTING
CMR,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),01-04-2021,12-04-2021,REPORTING
LKA,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),08-05-2021,05-04-2021,REPORTING
BFA,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),20-09-2021,0,REPORTING
PRY,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),30-12-2020,15-03-2021,REPORTING
NIC,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,01-04-2022,REPORTING
KWT,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),13-12-2020,28-12-2020,REPORTING
BLZ,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),17-05-2021,18-05-2021,REPORTING
MNE,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,10-03-2021,REPORTING
BGD,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),29-04-2021,25-05-2021,REPORTING
SRB,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,20-01-2021,REPORTING
MNG,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),09-02-2021,10-03-2021,REPORTING
PAK,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),20-01-2021,03-02-2021,REPORTING
PRT,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,23-12-2020,REPORTING
SAU,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
DZA,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),10-02-2021,0,REPORTING
RWA,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),30-07-2021,0,REPORTING
SDN,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),20-02-2021,09-03-2021,REPORTING
LBY,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),24-02-2021,11-04-2021,REPORTING
KEN,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
ATG,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
GNB,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,02-04-2021,REPORTING
NPL,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),16-02-2021,07-04-2021,REPORTING
SLB,Oceania,OC,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),12-03-2021,21-05-2021,REPORTING
MKD,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,21-04-2021,REPORTING
CHN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),22-07-2020,22-07-2020,REPORTING
BLR,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,24-03-2021,REPORTING
ARG,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),21-02-2021,02-03-2021,REPORTING
SYC,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,10-01-2021,REPORTING
QAT,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
SOM,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),22-02-2021,16-03-2021,REPORTING
PER,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),26-01-2021,09-02-2021,REPORTING
ARE,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
NAM,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,19-03-2021,REPORTING
BOL,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,02-05-2021,REPORTING
IRQ,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),29-12-2020,02-03-2021,REPORTING
BHR,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-11-2020,04-11-2020,REPORTING
GNQ,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),01-02-2021,12-02-2021,REPORTING
GUY,South America,SA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),25-02-2021,02-03-2021,REPORTING
SGP,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,30-08-2021,REPORTING
SEN,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),23-02-2021,23-02-2021,REPORTING
TUN,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),11-01-2021,13-03-2021,REPORTING
BRN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-02-2021,03-04-2021,REPORTING
TTO,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
MDA,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,24-03-2021,REPORTING
AFG,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),23-02-2021,22-02-2021,REPORTING
COM,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),01-02-2021,10-04-2021,REPORTING
SLE,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,15-03-2021,REPORTING
MUS,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),18-03-2021,0,REPORTING
KGZ,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,31-03-2021,REPORTING
HUN,Europe,EU,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,24-02-2021,REPORTING
MOZ,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),18-05-2021,0,REPORTING
BDI,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),29-09-2021,18-10-2021,REPORTING
THA,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),28-05-2021,25-06-2021,REPORTING
COG,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),03-03-2021,23-03-2021,REPORTING
EGY,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),30-12-2020,24-01-2021,REPORTING
GAB,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,23-03-2021,REPORTING
MAR,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),06-01-2021,28-01-2021,REPORTING
TZA,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),08-08-2021,0,REPORTING
MRT,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,26-03-2021,REPORTING
JAM,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),12-11-2021,13-12-2021,REPORTING
DMA,North America,NA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,11-03-2021,REPORTING
IDN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),29-04-2021,18-05-2021,REPORTING
KHM,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),04-02-2021,10-02-2021,REPORTING
