PAIS_ISO2,MES,AverageTemperature
FJ,5,25.65271428571429
FJ,6,24.76342857142857
FJ,7,23.9485
FJ,8,23.971214285714286
FJ,9,24.529461538461536
FJ,10,24.859461538461538
FJ,11,25.744846153846154
FJ,12,26.494846153846158
FO,1,5.069571428571429
FO,2,4.641500000000001
FO,3,4.8865
FO,4,5.992714285714285
FO,5,7.5122857142857145
FO,6,9.170642857142857
FO,7,10.865
FO,8,11.56307142857143
FO,9,10.586076923076924
FO,10,8.210846153846155
FO,11,6.533923076923077
FO,12,5.195461538461538
FR,1,7.4110000000000005
FR,2,7.951785714285714
FR,3,10.627642857142858
FR,4,13.051785714285714
FR,5,16.114642857142858
FR,6,19.06085714285714
FR,7,20.413928571428574
FR,8,20.40207142857143
FR,9,17.68276923076923
FR,10,14.565384615384614
FR,11,10.816692307692307
FR,12,7.81923076923077
GA,1,25.34007142857143
GA,2,25.85214285714286
GA,3,26.134357142857144
GA,4,25.86435714285714
GA,5,25.608428571428572
GA,6,24.031000000000002
GA,7,23.131285714285717
GA,8,23.605857142857143
GA,9,24.534
GA,10,24.83223076923077
GA,11,25.022307692307695
GA,12,24.979153846153846
GB,1,4.896928571428572
GB,2,4.966500000000001
GB,3,6.255214285714286
GB,4,8.196071428571427
GB,5,10.844071428571429
GB,6,13.288428571428572
GB,7,14.839928571428572
GB,8,14.837714285714286
GB,9,13.062615384615384
GB,10,10.057615384615385
GB,11,7.297538461538462
GB,12,4.722769230769232
GD,1,26.56342857142857
GD,2,26.541500000000003
GD,3,26.980214285714286
GD,4,27.476357142857143
GD,5,28.202928571428572
GD,6,28.092214285714284
GD,7,28.084785714285715
GD,8,28.398142857142858
GD,9,28.53776923076923
GD,10,28.033384615384616
GD,11,27.63192307692308
GD,12,26.941615384615382
GE,1,-1.303142857142857
GE,2,0.0028571428571428914
GE,3,3.7025
GE,4,8.281071428571428
GE,5,12.995142857142856
GE,6,17.1215
GE,7,20.025214285714288
GE,8,20.295785714285717
GE,9,16.328615384615382
GE,10,11.002076923076922
GE,11,5.039076923076923
GE,12,0.4020000000000001
GF,1,25.883285714285712
GF,2,25.893071428571428
GF,3,26.24257142857143
GF,4,26.284428571428574
GF,5,26.447499999999998
GF,6,26.3525
GF,7,26.546
GF,8,27.162714285714287
GF,9,27.527384615384616
GF,10,27.54261538461538
GF,11,27.413000000000004
GF,12,26.451076923076926
GG,1,7.491071428571428
GG,2,7.045642857142857
GG,3,8.173785714285714
GG,4,9.789928571428572
GG,5,12.18042857142857
GG,6,14.764642857142858
GG,7,16.689
GG,8,17.403357142857143
GG,9,16.171846153846154
GG,10,13.778076923076924
GG,11,11.091846153846152
GG,12,8.214846153846155
GH,1,27.326999999999998
GH,2,29.212142857142855
GH,3,30.105285714285714
GH,4,29.293785714285715
GH,5,28.35721428571429
GH,6,26.837214285714285
GH,7,25.823857142857143
GH,8,25.346642857142857
GH,9,25.864076923076922
GH,10,26.748307692307694
GH,11,27.653846153846153
GH,12,27.31823076923077
GL,1,-28.400928571428572
GL,2,-28.27792857142857
GL,3,-27.184857142857144
GL,4,-20.92342857142857
GL,5,-10.893214285714285
GL,6,-3.5052142857142856
GL,7,-0.6737142857142856
GL,8,-2.8762857142857143
GL,9,-9.943769230769231
GL,10,-18.680384615384614
GL,11,-24.696153846153848
GL,12,-26.95307692307692
GM,1,25.196571428571428
GM,2,27.14092857142857
GM,3,29.538928571428574
GM,4,30.221571428571426
GM,5,30.82242857142857
GM,6,30.1335
GM,7,28.582142857142856
GM,8,27.78357142857143
GM,9,27.93523076923077
GM,10,28.898384615384614
GM,11,28.03376923076923
GM,12,25.934384615384616
GN,1,24.73671428571429
GN,2,27.050642857142858
GN,3,29.005714285714284
GN,4,29.099285714285717
GN,5,28.403214285714288
GN,6,26.350714285714286
GN,7,25.049642857142857
GN,8,24.76057142857143
GN,9,24.980384615384615
GN,10,25.721076923076925
GN,11,25.809846153846156
GN,12,24.78746153846154
GP,1,25.599857142857143
GP,2,25.523
GP,3,25.9535
GP,4,26.619642857142857
GP,5,27.692571428571426
GP,6,28.410857142857143
GP,7,28.51685714285714
GP,8,28.735071428571427
GP,9,28.56553846153846
GP,10,27.838307692307694
GP,11,27.18684615384615
GP,12,26.164538461538463
GQ,1,26.24757142857143
GQ,2,26.77557142857143
GQ,3,26.854357142857143
GQ,4,26.462071428571427
GQ,5,26.153357142857143
GQ,6,24.793000000000003
GQ,7,23.97557142857143
GQ,8,24.253999999999998
GQ,9,24.97023076923077
GQ,10,25.20146153846154
GQ,11,25.680384615384618
GQ,12,25.905846153846156
GR,1,6.198428571428572
GR,2,7.156285714285715
GR,3,10.411357142857144
GR,4,13.793785714285715
GR,5,18.8505
GR,6,23.278428571428574
GR,7,26.013
GR,8,25.921357142857143
GR,9,21.395538461538465
GR,10,16.47646153846154
GR,11,11.911846153846154
GR,12,7.617923076923077
GT,1,21.29
GT,2,22.478928571428572
GT,3,23.78157142857143
GT,4,25.233214285714286
GT,5,25.689357142857144
GT,6,25.084857142857143
GT,7,24.765142857142855
GT,8,24.782
GT,9,24.709785714285715
GT,10,23.599230769230772
GT,11,22.43569230769231
GT,12,21.435846153846153
GU,1,26.59764285714286
GU,2,26.673000000000002
GU,3,27.132214285714287
GU,4,27.615928571428576
GU,5,28.104714285714287
GU,6,28.219857142857144
GU,7,27.732428571428574
GU,8,27.3865
GU,9,27.38269230769231
GU,10,27.355384615384615
GU,11,27.71669230769231
GU,12,27.162923076923075
GY,1,26.249714285714283
GY,2,26.4445
GY,3,26.943714285714286
GY,4,26.834285714285716
GY,5,26.666857142857143
GY,6,26.246785714285714
GY,7,26.229071428571427
GY,8,26.917571428571428
GY,9,27.555846153846154
GY,10,27.565076923076923
GY,11,27.43823076923077
GY,12,26.557153846153845
HK,1,15.739785714285714
HK,2,17.300428571428572
HK,3,19.382214285714287
HK,4,22.712357142857144
HK,5,26.213142857142856
HK,6,27.860071428571427
HK,7,28.759142857142855
HK,8,28.633214285714285
HK,9,27.803307692307694
HK,10,25.394076923076923
HK,11,21.789
HK,12,17.756923076923076
HN,1,23.25214285714286
HN,2,24.561642857142857
HN,3,25.958428571428573
HN,4,27.210571428571427
HN,5,27.24871428571429
HN,6,26.386428571428574
HN,7,25.912714285714287
HN,8,26.036857142857144
HN,9,26.1165
HN,10,24.854615384615386
HN,11,23.764384615384618
HN,12,23.19169230769231
HR,1,1.8425714285714285
HR,2,3.1364285714285716
HR,3,7.646428571428571
HR,4,12.373999999999999
HR,5,17.368214285714284
HR,6,21.083000000000002
HR,7,23.12992857142857
HR,8,22.738785714285715
HR,9,17.54169230769231
HR,10,12.693846153846154
HR,11,8.105615384615383
HR,12,2.984
HT,1,25.207
HT,2,25.50107142857143
HT,3,25.88242857142857
HT,4,26.224142857142855
HT,5,27.174000000000003
HT,6,28.30392857142857
HT,7,28.8415
HT,8,28.874785714285714
HT,9,28.34042857142857
HT,10,27.695846153846155
HT,11,26.93869230769231
HT,12,25.975846153846156
HU,1,-0.7855714285714284
HU,2,0.7492142857142857
HU,3,5.849428571428571
HU,4,11.820642857142857
HU,5,16.89014285714286
HU,6,20.11771428571429
HU,7,21.982714285714284
HU,8,21.542357142857146
HU,9,16.204538461538462
HU,10,10.794615384615385
HU,11,5.911153846153846
HU,12,0.2728461538461539
ID,1,26.173214285714288
ID,2,26.287357142857143
ID,3,26.48071428571429
ID,4,26.476857142857142
ID,5,26.7805
ID,6,26.357357142857143
ID,7,26.011214285714285
ID,8,26.127928571428573
ID,9,26.382153846153848
ID,10,26.454846153846155
ID,11,26.567076923076925
ID,12,26.263461538461545
IE,1,5.819714285714286
IE,2,6.097428571428572
IE,3,7.221214285714287
IE,4,8.929428571428572
IE,5,11.553571428571429
IE,6,14.020714285714286
IE,7,15.403571428571428
IE,8,15.354785714285713
IE,9,13.845615384615384
IE,10,10.794615384615385
IE,11,8.106153846153846
IE,12,5.789000000000001
IL,1,11.882428571428571
IL,2,13.202214285714286
IL,3,16.176785714285714
IL,4,19.537785714285715
IL,5,23.32314285714286
IL,6,26.55542857142857
IL,7,28.60057142857143
IL,8,28.635214285714287
IL,9,26.649461538461537
IL,10,23.319923076923075
IL,11,17.93246153846154
IL,12,13.514076923076923
IN,1,17.389285714285716
IN,2,20.3475
IN,3,24.699214285714284
IN,4,28.315214285714287
IN,5,30.486214285714286
IN,6,29.291642857142858
IN,7,27.34657142857143
IN,8,26.735285714285713
IN,9,26.55807692307692
IN,10,24.92076923076923
IN,11,21.629384615384616
IN,12,18.317153846153847
IQ,1,9.310714285714285
IQ,2,12.082785714285714
IQ,3,16.907142857142855
IQ,4,22.34857142857143
IQ,5,28.607642857142856
IQ,6,33.517071428571434
IQ,7,35.792571428571435
IQ,8,35.47414285714286
IQ,9,31.31876923076923
IQ,10,25.142769230769236
IQ,11,16.096615384615383
IQ,12,10.81746153846154
IR,1,6.0928571428571425
IR,2,8.86207142857143
IR,3,13.916642857142858
IR,4,19.002357142857143
IR,5,24.752000000000002
IR,6,28.98921428571429
IR,7,30.884357142857144
IR,8,29.757071428571432
IR,9,25.83523076923077
IR,10,20.352692307692305
IR,11,13.095384615384615
IR,12,7.830615384615385
IS,1,-1.8338571428571429
IS,2,-2.0347142857142857
IS,3,-1.4583571428571427
IS,4,0.5908571428571429
IS,5,3.752
IS,6,7.275428571428572
IS,7,9.309714285714284
IS,8,8.912785714285715
IS,9,6.251538461538463
IS,10,1.9838461538461538
IS,11,-0.5082307692307692
IS,12,-1.7760769230769233
IT,1,4.992571428571429
IT,2,5.559642857142856
IT,3,8.940857142857142
IT,4,12.124571428571429
IT,5,16.797928571428574
IT,6,20.936285714285713
IT,7,23.338285714285714
IT,8,23.315428571428573
IT,9,19.04053846153846
IT,10,14.803769230769232
IT,11,10.249076923076924
IT,12,6.098461538461539
JE,1,7.491071428571428
JE,2,7.045642857142857
JE,3,8.173785714285714
JE,4,9.789928571428572
JE,5,12.18042857142857
JE,6,14.764642857142858
JE,7,16.689
JE,8,17.403357142857143
JE,9,16.171846153846154
JE,10,13.778076923076924
JE,11,11.091846153846152
JE,12,8.214846153846155
JM,1,25.057
JM,2,25.320857142857143
JM,3,25.827357142857146
