PAIS_ISO2,MES,AverageTemperature
JM,4,26.366142857142854
JM,5,27.294857142857147
JM,6,27.923285714285715
JM,7,28.233785714285716
JM,8,28.280857142857144
JM,9,28.022428571428573
JM,10,27.372230769230768
JM,11,26.52153846153846
JM,12,25.660923076923076
JO,1,9.682428571428572
JO,2,11.7325
JO,3,15.638142857142856
JO,4,19.943
JO,5,24.388071428571433
JO,6,28.008357142857143
JO,7,30.01607142857143
JO,8,29.819357142857143
JO,9,27.13623076923077
JO,10,22.79392307692308
JO,11,15.973384615384616
JO,12,11.127461538461539
JP,1,1.512857142857143
JP,2,2.361785714285714
JP,3,5.548785714285714
JP,4,10.7015
JP,5,15.600785714285715
JP,6,19.62664285714286
JP,7,23.372142857142855
JP,8,24.856785714285714
JP,9,21.463384615384616
JP,10,15.450153846153846
JP,11,9.651384615384615
JP,12,3.922846153846154
KE,1,25.311785714285715
KE,2,26.230285714285714
KE,3,26.590857142857146
KE,4,25.5385
KE,5,24.948214285714283
KE,6,23.910357142857144
KE,7,23.252000000000002
KE,8,23.522214285714288
KE,9,24.39415384615385
KE,10,24.783692307692306
KE,11,24.82623076923077
KE,12,24.891461538461538
KG,1,-11.093428571428573
KG,2,-7.810071428571429
KG,3,0.07149999999999977
KG,4,6.666142857142857
KG,5,11.479
KG,6,15.571785714285713
KG,7,17.1305
KG,8,16.6365
KG,9,11.934923076923077
KG,10,5.123846153846154
KG,11,-1.7755384615384615
KG,12,-9.286153846153848
KH,1,25.45564285714286
KH,2,27.21878571428572
KH,3,28.705571428571428
KH,4,29.389928571428573
KH,5,28.728714285714286
KH,6,28.06507142857143
KH,7,27.51328571428571
KH,8,27.397571428571432
KH,9,27.119153846153843
KH,10,26.76415384615385
KH,11,26.406076923076924
KH,12,25.406538461538464
KI,1,26.71485714285714
KI,2,26.944857142857142
KI,3,27.2815
KI,4,27.48414285714286
KI,5,27.830428571428573
KI,6,27.966857142857144
KI,7,27.91485714285714
KI,8,27.886857142857142
KI,9,27.633076923076924
KI,10,27.616307692307693
KI,11,27.500230769230768
KI,12,26.88992307692308
KM,1,27.695857142857143
KM,2,27.828285714285716
KM,3,27.903357142857143
KM,4,27.479857142857146
KM,5,26.71557142857143
KM,6,25.487714285714286
KM,7,24.61921428571429
KM,8,24.551714285714286
KM,9,24.96723076923077
KM,10,25.776615384615386
KM,11,27.130307692307692
KM,12,27.58876923076923
KP,1,-8.8775
KP,2,-5.085142857142857
KP,3,0.7315714285714285
KP,4,7.764714285714286
KP,5,14.112214285714286
KP,6,18.615714285714287
KP,7,21.604000000000003
KP,8,22.100500000000004
KP,9,17.034384615384617
KP,10,9.993076923076924
KP,11,1.8028461538461538
KP,12,-6.452538461538462
KR,1,-1.039
KR,2,1.5935000000000001
KR,3,6.2486428571428565
KR,4,12.061071428571427
KR,5,17.572714285714287
KR,6,21.794214285714286
KR,7,24.95421428571429
KR,8,25.578642857142857
KR,9,20.867923076923077
KR,10,14.702076923076923
KR,11,7.998923076923077
KR,12,1.158
KW,1,13.166
KW,2,15.894499999999999
KW,3,20.505714285714284
KW,4,25.969214285714287
KW,5,32.380785714285715
KW,6,36.30121428571429
KW,7,37.92664285714286
KW,8,37.49892857142857
KW,9,33.89723076923077
KW,10,28.634615384615383
KW,11,20.253
KW,12,14.836692307692308
KY,1,24.788214285714286
KY,2,25.406285714285712
KY,3,26.0075
KY,4,26.98942857142857
KY,5,28.208499999999997
KY,6,29.03707142857143
KY,7,29.461000000000002
KY,8,29.575214285714285
KY,9,29.183857142857143
KY,10,28.099615384615387
KY,11,26.664153846153848
KY,12,25.615000000000002
KZ,1,-12.303642857142858
KZ,2,-10.328999999999999
KZ,3,-1.1626428571428573
KZ,4,9.147571428571428
KZ,5,16.567857142857143
KZ,6,21.797857142857143
KZ,7,23.480071428571428
KZ,8,22.13314285714286
KZ,9,15.496999999999998
KZ,10,7.012846153846154
KZ,11,-1.2799230769230765
KZ,12,-9.794153846153845
LA,1,19.45407142857143
LA,2,21.585285714285714
LA,3,23.62907142857143
LA,4,26.17307142857143
LA,5,26.858285714285717
LA,6,27.322642857142856
LA,7,26.837642857142857
LA,8,26.436928571428574
LA,9,25.84353846153846
LA,10,24.54323076923077
LA,11,22.24192307692308
LA,12,20.017692307692307
LB,1,9.4915
LB,2,10.679214285714286
LB,3,13.775642857142858
LB,4,17.231214285714287
LB,5,21.225642857142855
LB,6,24.991142857142854
LB,7,27.3015
LB,8,27.38864285714286
LB,9,25.103769230769235
LB,10,21.346307692307693
LB,11,15.576538461538462
LB,12,11.164384615384616
LC,1,26.273142857142858
LC,2,26.159857142857142
LC,3,26.595785714285714
LC,4,27.156000000000002
LC,5,28.080857142857145
LC,6,28.273571428571426
LC,7,28.315642857142855
LC,8,28.571571428571428
LC,9,28.564153846153847
LC,10,28.010076923076927
LC,11,27.58653846153846
LC,12,26.814923076923076
LI,1,-3.9250000000000003
LI,2,-2.9010000000000002
LI,3,1.2910000000000001
LI,4,5.725928571428571
LI,5,10.407928571428572
LI,6,13.878285714285713
LI,7,15.113357142857142
LI,8,14.886285714285716
LI,9,10.650846153846153
LI,10,6.3806153846153855
LI,11,1.2456153846153843
LI,12,-3.0117692307692305
LK,1,26.050142857142855
LK,2,26.9425
LK,3,28.180642857142857
LK,4,28.51557142857143
LK,5,29.09892857142857
LK,6,28.624714285714283
LK,7,28.325285714285712
LK,8,28.215285714285717
LK,9,28.092000000000002
LK,10,27.355076923076922
LK,11,26.836923076923078
LK,12,26.065615384615384
LR,1,25.973071428571426
LR,2,27.122428571428575
LR,3,27.745857142857144
LR,4,27.335642857142858
LR,5,27.062285714285714
LR,6,25.909714285714283
LR,7,25.042357142857146
LR,8,24.86957142857143
LR,9,25.350384615384616
LR,10,25.99869230769231
LR,11,26.445615384615387
LR,12,26.096692307692308
LS,1,19.593785714285712
LS,2,19.58264285714286
LS,3,17.748214285714287
LS,4,13.973571428571429
LS,5,10.674714285714286
LS,6,7.820857142857143
LS,7,7.392785714285714
LS,8,10.2765
LS,9,13.425230769230769
LS,10,15.986461538461539
LS,11,17.521692307692305
LS,12,18.889769230769232
LT,1,-3.781
LT,2,-3.734642857142858
LT,3,0.4320714285714286
LT,4,7.352357142857143
LT,5,13.045357142857142
LT,6,16.025
LT,7,19.075142857142858
LT,8,17.752071428571426
LT,9,12.877307692307692
LT,10,7.118076923076923
LT,11,2.9130769230769236
LT,12,-1.8980769230769228
LU,1,2.022
LU,2,2.795214285714286
LU,3,6.059571428571429
LU,4,9.971642857142855
LU,5,13.97557142857143
LU,6,17.098714285714284
LU,7,18.746214285714284
LU,8,18.428642857142854
LU,9,14.869
LU,10,10.722538461538461
LU,11,6.524692307692309
LU,12,2.5755384615384616
LV,1,-4.412857142857143
LV,2,-4.637928571428572
LV,3,-0.34264285714285697
LV,4,6.519428571428572
LV,5,12.504000000000001
LV,6,15.924285714285714
LV,7,19.1765
LV,8,17.50764285714286
LV,9,12.521461538461539
LV,10,6.46823076923077
LV,11,1.9224615384615384
LV,12,-2.7280769230769235
LY,1,13.138571428571428
LY,2,15.230857142857143
LY,3,19.63564285714286
LY,4,23.974857142857143
LY,5,27.985857142857146
LY,6,30.50135714285714
LY,7,31.3795
LY,8,30.9665
LY,9,29.275923076923075
LY,10,24.899615384615384
LY,11,19.248307692307694
LY,12,14.35376923076923
MA,1,10.160928571428572
MA,2,11.982857142857142
MA,3,15.3535
MA,4,17.295285714285715
MA,5,20.693928571428575
MA,6,24.9115
MA,7,27.717071428571426
MA,8,27.418142857142858
MA,9,24.033846153846152
MA,10,19.822384615384617
MA,11,14.535
MA,12,11.243307692307694
MC,1,0.8483571428571429
MC,2,2.0374285714285714
MC,3,5.880571428571429
MC,4,9.106357142857144
MC,5,13.480142857142857
MC,6,17.749285714285712
MC,7,20.00764285714286
MC,8,19.646714285714285
MC,9,15.306230769230769
MC,10,10.668307692307694
MC,11,5.5211538461538465
MC,12,1.4997692307692307
MD,1,-2.5929285714285717
MD,2,-1.3034999999999999
MD,3,3.9492857142857143
MD,4,10.535214285714286
MD,5,16.86157142857143
MD,6,20.214642857142856
MD,7,22.733857142857143
MD,8,22.0395
MD,9,16.457846153846155
MD,10,10.273384615384616
MD,11,5.237538461538462
MD,12,-0.9114615384615384
ME,1,0.3256428571428572
ME,2,1.761
ME,3,6.255571428571429
ME,4,10.713285714285714
ME,5,15.742928571428573
ME,6,19.694142857142857
ME,7,22.127357142857143
ME,8,21.963642857142855
ME,9,16.660923076923076
ME,10,11.46953846153846
ME,11,6.434615384615385
ME,12,1.677
MG,1,25.581142857142858
MG,2,25.724214285714286
MG,3,25.53064285714286
MG,4,24.295428571428573
MG,5,22.61514285714286
MG,6,20.590285714285717
MG,7,19.84492857142857
MG,8,20.77414285714286
MG,9,22.476
MG,10,23.991692307692308
MG,11,25.436692307692308
MG,12,25.784307692307696
MK,1,-0.1855714285714287
MK,2,1.6623571428571429
MK,3,6.523571428571429
MK,4,10.907357142857142
MK,5,16.010285714285715
MK,6,20.00742857142857
MK,7,22.634214285714286
MK,8,22.5205
MK,9,17.228076923076923
MK,10,11.766153846153847
MK,11,6.45723076923077
MK,12,1.248923076923077
ML,1,21.764214285714285
ML,2,24.86514285714286
ML,3,29.0975
ML,4,32.26257142857143
ML,5,34.54464285714286
ML,6,34.113285714285716
ML,7,32.328857142857146
ML,8,30.955142857142857
ML,9,31.134153846153847
ML,10,30.56823076923077
ML,11,27.05030769230769
ML,12,23.038230769230772
MN,1,-21.644357142857142
MN,2,-16.6175
MN,3,-6.827285714285715
MN,4,3.377785714285714
MN,5,11.069857142857144
MN,6,17.311642857142857
MN,7,19.400357142857143
MN,8,17.0775
MN,9,10.540461538461539
MN,10,1.1556153846153845
MN,11,-9.698461538461538
MN,12,-18.996076923076924
MP,1,26.59764285714286
MP,2,26.673000000000002
MP,3,27.132214285714287
MP,4,27.615928571428576
MP,5,28.104714285714287
MP,6,28.219857142857144
MP,7,27.732428571428574
MP,8,27.3865
MP,9,27.38269230769231
MP,10,27.355384615384615
MP,11,27.71669230769231
MP,12,27.162923076923075
MQ,1,25.48314285714286
MQ,2,25.3855
MQ,3,25.800214285714283
MQ,4,26.470785714285714
MQ,5,27.591
MQ,6,28.130428571428574
MQ,7,28.144785714285714
MQ,8,28.289142857142856
MQ,9,28.17961538461539
MQ,10,27.56453846153846
MQ,11,27.005230769230767
MQ,12,26.03892307692308
MR,1,20.337214285714285
MR,2,22.90885714285714
MR,3,26.847785714285713
MR,4,29.580071428571426
MR,5,32.64371428571429
MR,6,33.977357142857144
MR,7,33.56021428571429
MR,8,32.653214285714284
MR,9,32.276384615384615
MR,10,30.455615384615385
MR,11,26.067307692307693
MR,12,21.722384615384616
MS,1,25.621214285714284
MS,2,25.55264285714286
MS,3,25.996642857142856
MS,4,26.659357142857143
MS,5,27.710428571428572
MS,6,28.471
MS,7,28.617285714285714
MS,8,28.84364285714286
MS,9,28.664307692307695
MS,10,27.906769230769232
MS,11,27.239615384615384
MS,12,26.18823076923077
MT,1,13.291571428571428
MT,2,12.691857142857144
MT,3,14.470857142857142
MT,4,16.419714285714285
MT,5,20.006071428571428
MT,6,23.78021428571429
MT,7,26.77007142857143
MT,8,27.379785714285713
MT,9,24.861846153846155
MT,10,21.887615384615383
MT,11,18.463615384615387
MT,12,14.887538461538462
MU,1,26.891357142857142
MU,2,27.05992857142857
MU,3,26.719642857142855
MU,4,25.712500000000002
MU,5,24.21278571428571
MU,6,22.457285714285717
MU,7,21.64114285714286
MU,8,21.6065
MU,9,22.189153846153847
MU,10,22.97692307692308
MU,11,24.680615384615386
MU,12,26.10715384615385
MW,1,23.208785714285714
MW,2,23.338357142857145
MW,3,23.263785714285714
MW,4,22.121642857142856
MW,5,20.696714285714286
MW,6,18.9245
MW,7,18.269571428571428
MW,8,19.92892857142857
MW,9,22.466384615384616
MW,10,24.400846153846153
MW,11,25.082461538461537
MW,12,23.886153846153846
MX,1,15.558142857142856
MX,2,16.985357142857143
MX,3,19.48664285714286
MX,4,22.118285714285715
MX,5,24.505214285714285
MX,6,25.749
MX,7,25.4665
MX,8,25.395714285714288
MX,9,24.224214285714286
MX,10,21.710538461538462
MX,11,18.44030769230769
MX,12,15.620000000000001
MY,1,25.914785714285717
MY,2,26.36442857142857
MY,3,26.779071428571427
MY,4,26.946714285714286
MY,5,27.25971428571429
MY,6,26.94707142857143
MY,7,26.68878571428571
MY,8,26.785071428571428
MY,9,26.59453846153846
MY,10,26.312076923076923
MY,11,26.27553846153846
MY,12,25.99492307692308
MZ,1,26.257642857142855
MZ,2,26.238857142857142
MZ,3,25.865928571428572
MZ,4,24.330071428571426
MZ,5,22.629285714285714
MZ,6,20.886571428571425
MZ,7,20.181142857142856
MZ,8,21.77192857142857
MZ,9,24.05623076923077
MZ,10,25.745769230769234
MZ,11,26.731384615384613
MZ,12,26.503307692307693
NC,1,25.87514285714286
NC,2,26.40492857142857
NC,3,25.907999999999998
NC,4,24.527285714285714
NC,5,22.93057142857143
NC,6,21.950142857142858
NC,7,20.696642857142855
NC,8,20.468357142857144
NC,9,21.42407692307692
NC,10,22.32469230769231
NC,11,23.610230769230768
NC,12,25.036615384615384
NE,1,19.980357142857144
NE,2,23.400928571428572
NE,3,27.562428571428573
NE,4,31.896428571428572
NE,5,33.928
NE,6,33.58485714285714
NE,7,32.07407142857143
NE,8,30.99064285714286
NE,9,31.15453846153846
NE,10,29.434615384615388
NE,11,25.36846153846154
NE,12,21.152153846153848
NG,1,25.277285714285714
NG,2,28.05442857142857
NG,3,30.2075
NG,4,30.813571428571432
NG,5,29.720428571428574
NG,6,27.895214285714285
NG,7,26.514357142857143
NG,8,25.860142857142858
NG,9,26.557153846153845
NG,10,27.195461538461537
NG,11,26.960384615384616
NG,12,25.441615384615382
NI,1,25.311928571428574
NI,2,26.137357142857145
NI,3,27.216071428571432
NI,4,28.13814285714286
NI,5,28.0165
NI,6,27.140071428571428
NI,7,26.759785714285716
NI,8,26.97342857142857
NI,9,26.95321428571429
NI,10,26.226846153846154
NI,11,25.728153846153848
NI,12,25.36730769230769
NL,1,3.5852142857142857
NL,2,3.9171428571428573
NL,3,6.226857142857143
NL,4,9.877857142857142
NL,5,13.517214285714285
NL,6,16.242642857142858
NL,7,18.199214285714287
NL,8,18.17457142857143
NL,9,15.422076923076922
NL,10,11.42176923076923
NL,11,7.738846153846153
NL,12,3.893692307692308
NM,1,24.417357142857146
NM,2,24.252357142857143
NM,3,23.68407142857143
NM,4,21.318714285714286
NM,5,18.470214285714285
NM,6,15.7915
NM,7,15.644071428571428
NM,8,17.613785714285715
NM,9,20.874384615384617
NM,10,23.367384615384616
NM,11,24.32030769230769
NM,12,24.83323076923077
NO,1,-6.829000000000001
NO,2,-7.215142857142858
NO,3,-5.074357142857143
NO,4,-0.2890000000000001
NO,5,4.885357142857144
NO,6,8.915000000000001
NO,7,11.857
NO,8,10.903428571428572
NO,9,6.857615384615385
NO,10,1.5187692307692306
NO,11,-2.571153846153846
NO,12,-6.07123076923077
NP,1,6.179785714285715
NP,2,9.052214285714285
NP,3,13.546714285714286
NP,4,17.762714285714285
NP,5,20.300928571428575
NP,6,21.6705
NP,7,21.226642857142856
NP,8,21.096928571428574
NP,9,19.915692307692307
NP,10,16.469461538461537
NP,11,12.101461538461537
NP,12,7.970461538461539
NU,1,26.9925
NU,2,27.436642857142857
NU,3,27.383285714285712
NU,4,26.599
NU,5,25.924785714285715
NU,6,24.643642857142858
NU,7,24.141214285714284
NU,8,24.049785714285715
NU,9,24.722076923076923
NU,10,24.941846153846157
NU,11,25.89576923076923
NU,12,26.415692307692307
NZ,1,15.524857142857144
NZ,2,15.647857142857143
NZ,3,14.150285714285715
NZ,4,11.509642857142856
NZ,5,9.208428571428572
NZ,6,6.805142857142856
NZ,7,6.118857142857143
NZ,8,7.269428571428571
NZ,9,9.107846153846154
NZ,10,10.257000000000001
NZ,11,12.104692307692307
NZ,12,14.352846153846153
OM,1,20.190214285714287
OM,2,22.157214285714286
OM,3,25.42478571428572
OM,4,29.398285714285716
OM,5,33.07835714285714
OM,6,34.38628571428571
OM,7,33.665000000000006
OM,8,32.484785714285714
OM,9,31.037076923076924
OM,10,28.495384615384616
OM,11,25.235461538461543
OM,12,21.698076923076922
PA,1,26.886571428571425
PA,2,27.3365
PA,3,27.774642857142858
PA,4,27.8005
PA,5,27.4865
PA,6,27.177214285714285
PA,7,26.99871428571429
PA,8,27.080000000000002
PA,9,26.798846153846153
PA,10,26.202461538461538
PA,11,26.125999999999998
PA,12,26.368769230769235
PE,1,20.93957142857143
PE,2,20.93242857142857
PE,3,20.98107142857143
PE,4,20.612428571428573
PE,5,20.013857142857145
PE,6,19.345142857142857
PE,7,19.126071428571432
PE,8,19.875642857142857
PE,9,20.368
PE,10,20.613076923076925
PE,11,21.002307692307696
PE,12,20.82023076923077
PF,1,27.36307142857143
PF,2,27.6655
PF,3,27.972428571428573
PF,4,27.56857142857143
PF,5,26.905571428571427
PF,6,26.23321428571429
PF,7,25.7625
PF,8,25.60835714285714
PF,9,25.917538461538463
PF,10,26.118307692307692
PF,11,27.03415384615385
PF,12,27.240538461538463
PG,1,25.262642857142858
PG,2,25.370428571428572
PG,3,25.186285714285713
PG,4,25.050285714285714
PG,5,24.9795
PG,6,24.60457142857143
PG,7,24.118214285714288
PG,8,24.21457142857143
PG,9,24.689076923076925
PG,10,25.074384615384613
PG,11,25.478615384615384
PG,12,25.459923076923076
PH,1,25.699071428571433
PH,2,26.17007142857143
PH,3,27.042857142857144
PH,4,27.932357142857146
PH,5,28.196357142857146
PH,6,27.82614285714286
PH,7,27.431285714285714
PH,8,27.410714285714285
PH,9,27.32676923076923
PH,10,26.987538461538463
PH,11,26.89923076923077
PH,12,26.090692307692304
PK,1,9.617642857142856
PK,2,12.486500000000001
PK,3,18.419642857142858
PK,4,23.66492857142857
PK,5,28.783785714285717
PK,6,30.459785714285715
PK,7,30.186785714285715
PK,8,28.928500000000003
PK,9,26.672076923076926
PK,10,22.59653846153846
PK,11,16.979153846153846
PK,12,11.62576923076923
PL,1,-2.3899999999999997
PL,2,-1.3030714285714287
PL,3,2.8592857142857144
PL,4,9.21942857142857
PL,5,14.322857142857142
PL,6,17.157999999999998
PL,7,19.607142857142858
PL,8,18.922642857142858
PL,9,14.066384615384615
PL,10,8.728153846153846
PL,11,4.393538461538461
PL,12,-0.8972307692307692
PR,1,24.499785714285714
PR,2,24.393714285714285
PR,3,24.672571428571427
PR,4,25.33778571428571
PR,5,26.545714285714286
PR,6,27.572928571428573
PR,7,27.854285714285712
PR,8,28.0685
PR,9,27.90042857142857
PR,10,27.346923076923076
PR,11,26.520076923076925
PR,12,25.338615384615384
PT,1,8.874857142857143
PT,2,9.914071428571429
PT,3,12.407714285714286
PT,4,13.901499999999999
PT,5,17.107142857142858
PT,6,20.93614285714286
PT,7,22.51892857142857
PT,8,22.90257142857143
PT,9,20.53676923076923
PT,10,16.62623076923077
PT,11,11.922076923076922
PT,12,9.367153846153846
PW,1,27.497500000000002
PW,2,27.442285714285713
PW,3,27.72057142857143
PW,4,27.928857142857144
PW,5,28.07457142857143
PW,6,27.778285714285715
PW,7,27.593357142857144
PW,8,27.662714285714287
PW,9,27.779923076923076
PW,10,27.803923076923077
PW,11,27.96876923076923
PW,12,27.613307692307693
PY,1,28.04321428571429
PY,2,27.4805
PY,3,26.739642857142858
PY,4,24.117785714285713
PY,5,20.200285714285716
PY,6,19.377142857142854
PY,7,18.690214285714287
PY,8,21.004785714285713
PY,9,22.95307692307692
PY,10,25.69253846153846
PY,11,26.60230769230769
PY,12,27.546461538461536
QA,1,17.856785714285714
QA,2,19.377285714285712
QA,3,22.773928571428574
QA,4,27.548785714285714
QA,5,33.056785714285716
QA,6,35.677571428571426
QA,7,36.85028571428571
QA,8,36.26635714285714
QA,9,33.89023076923077
QA,10,30.306538461538462
QA,11,24.96069230769231
QA,12,19.89
RE,1,26.261214285714285
RE,2,26.765785714285716
RE,3,26.472285714285714
RE,4,25.589928571428572
RE,5,24.378999999999998
RE,6,22.93507142857143
RE,7,22.002785714285714
RE,8,21.70407142857143
RE,9,21.913615384615387
RE,10,22.32776923076923
RE,11,23.818307692307695
RE,12,25.24915384615385
RO,1,-2.269
RO,2,-0.6735714285714286
RO,3,4.551142857142858
RO,4,10.308714285714286
RO,5,15.870214285714285
RO,6,19.177
RO,7,21.42892857142857
RO,8,21.042357142857146
RO,9,15.775076923076922
RO,10,10.11476923076923
RO,11,5.203307692307693
RO,12,-0.6891538461538461
RS,1,-0.533857142857143
RS,2,0.9987142857142856
RS,3,6.228642857142857
RS,4,11.3535
RS,5,16.472428571428573
RS,6,19.95064285714286
RS,7,22.10807142857143
RS,8,21.978571428571428
RS,9,16.63053846153846
RS,10,11.234384615384615
RS,11,6.1708461538461545
RS,12,0.7619999999999999
RU,1,-24.193214285714284
RU,2,-22.386142857142858
RU,3,-13.551857142857143
RU,4,-3.8386428571428577
RU,5,5.617857142857143
RU,6,13.050214285714286
RU,7,16.088285714285714
RU,8,13.388642857142857
RU,9,6.931538461538461
RU,10,-2.959
RU,11,-14.258538461538462
RU,12,-22.488846153846154
RW,1,19.893785714285716
RW,2,20.222857142857144
RW,3,19.80635714285714
RW,4,19.641142857142857
RW,5,19.944785714285718
RW,6,19.971
RW,7,19.98578571428572
RW,8,20.567642857142857
RW,9,20.65123076923077
RW,10,20.13223076923077
RW,11,19.518307692307694
RW,12,19.405846153846156
SA,1,15.8835
SA,2,18.63314285714286
SA,3,22.481357142857142
SA,4,27.013928571428572
SA,5,31.86321428571429
SA,6,34.62678571428572
SA,7,35.65892857142857
SA,8,35.40128571428572
SA,9,32.66907692307692
SA,10,27.81746153846154
SA,11,21.708615384615385
SA,12,17.106384615384616
SB,1,27.710071428571432
SB,2,27.70921428571429
SB,3,27.599285714285713
SB,4,27.466714285714286
SB,5,27.46792857142857
SB,6,27.303214285714287
SB,7,26.906857142857145
SB,8,26.851642857142856
SB,9,26.85523076923077
SB,10,26.86430769230769
SB,11,27.342307692307692
SB,12,27.635538461538463
SC,1,27.109357142857142
SC,2,27.592071428571433
SC,3,28.2035
SC,4,28.597428571428573
SC,5,28.6535
SC,6,27.500785714285715
SC,7,26.718500000000002
SC,8,26.87642857142857
SC,9,27.321461538461538
SC,10,27.318538461538463
SC,11,27.357307692307693
SC,12,27.215538461538465
SD,1,22.809857142857144
SD,2,25.398714285714284
SD,3,27.769785714285714
SD,4,30.050857142857144
SD,5,31.325142857142858
SD,6,30.898071428571427
SD,7,29.587
SD,8,29.16021428571429
SD,9,29.306615384615384
SD,10,28.69992307692308
SD,11,26.399538461538462
SD,12,23.568923076923078
SE,1,-6.537928571428572
SE,2,-6.8114285714285705
SE,3,-3.110928571428571
SE,4,2.715642857142857
SE,5,8.434857142857142
SE,6,12.7815
SE,7,15.678785714285713
SE,8,14.226571428571429
SE,9,9.529615384615385
SE,10,3.6074615384615383
SE,11,-1.035
SE,12,-5.423230769230769
SG,1,26.475857142857144
SG,2,27.039142857142856
SG,3,27.4485
SG,4,27.57314285714286
SG,5,28.214642857142856
SG,6,28.03871428571429
SG,7,27.537857142857145
SG,8,27.46092857142857
SG,9,27.255153846153846
SG,10,27.162923076923082
SG,11,26.986076923076926
SG,12,26.59246153846154
SI,1,0.288
SI,2,1.6712857142857143
SI,3,6.131642857142857
SI,4,10.815000000000001
SI,5,15.78357142857143
SI,6,19.472357142857142
SI,7,21.265214285714286
SI,8,20.890071428571428
SI,9,15.850615384615384
SI,10,11.090384615384616
SI,11,6.503615384615385
SI,12,1.3369230769230769
SK,1,-2.2615000000000003
SK,2,-1.0169285714285716
SK,3,3.267
SK,4,9.251214285714285
SK,5,14.23742857142857
SK,6,17.290642857142853
SK,7,19.207500000000003
SK,8,18.779642857142857
SK,9,13.780076923076923
SK,10,8.844384615384616
SK,11,4.498923076923076
SK,12,-1.0275384615384615
SL,1,26.13828571428571
SL,2,27.76442857142857
SL,3,28.851714285714284
SL,4,28.454642857142858
SL,5,28.04192857142857
SL,6,26.67157142857143
SL,7,25.65707142857143
SL,8,25.478428571428573
SL,9,25.739846153846152
SL,10,26.612615384615385
SL,11,26.99076923076923
SL,12,26.25292307692308
SM,1,6.717
SM,2,6.672928571428572
SM,3,9.82092857142857
SM,4,13.052571428571428
SM,5,17.519785714285714
SM,6,21.353571428571428
SM,7,23.854571428571433
SM,8,24.150571428571432
SM,9,20.012153846153847
SM,10,16.261153846153846
SM,11,12.567153846153847
SM,12,8.375
SN,1,25.058142857142858
SN,2,27.22807142857143
SN,3,30.093714285714288
SN,4,31.25
SN,5,32.102785714285716
SN,6,30.933285714285713
SN,7,29.080285714285715
SN,8,28.15142857142857
SN,9,28.383384615384614
SN,10,29.315538461538463
SN,11,28.17023076923077
SN,12,25.856230769230766
SO,1,25.866999999999997
SO,2,26.86664285714286
SO,3,28.343642857142857
SO,4,28.86707142857143
SO,5,29.366785714285715
SO,6,28.635928571428572
SO,7,27.9675
SO,8,28.170714285714286
SO,9,28.51192307692308
SO,10,27.39623076923077
SO,11,26.844615384615388
SO,12,26.01446153846154
SR,1,26.230214285714286
SR,2,26.297142857142855
SR,3,26.742428571428572
SR,4,26.781214285714288
SR,5,26.877214285714285
SR,6,26.717357142857143
SR,7,26.915071428571427
SR,8,27.582214285714286
SR,9,28.081230769230768
SR,10,28.098538461538467
SR,11,27.837769230769233
SR,12,26.78069230769231
SV,1,24.464214285714288
SV,2,25.46257142857143
SV,3,26.409071428571426
SV,4,27.107357142857147
SV,5,26.628071428571428
SV,6,25.8255
SV,7,25.84342857142857
SV,8,25.875071428571427
SV,9,25.478357142857142
SV,10,24.78946153846154
SV,11,24.67192307692308
SV,12,24.41123076923077
SY,1,6.924285714285714
SY,2,9.060500000000001
SY,3,13.332714285714285
SY,4,17.974
SY,5,23.13742857142857
SY,6,28.085571428571427
SY,7,30.73857142857143
SY,8,30.385285714285715
SY,9,26.647846153846157
SY,10,21.087846153846154
SY,11,13.342153846153847
SY,12,8.313538461538462
SZ,1,22.96164285714286
SZ,2,23.18242857142857
SZ,3,22.24807142857143
SZ,4,19.548714285714286
SZ,5,17.109428571428573
SZ,6,14.810714285714285
SZ,7,14.383857142857142
SZ,8,16.766928571428572
SZ,9,18.988769230769233
SZ,10,20.354307692307692
SZ,11,21.497999999999998
SZ,12,22.558461538461536
TD,1,22.23807142857143
TD,2,25.22
TD,3,28.248285714285714
TD,4,31.058142857142858
TD,5,31.723285714285712
TD,6,31.133928571428573
TD,7,29.63
TD,8,28.801285714285715
TD,9,29.194615384615382
TD,10,28.610999999999997
TD,11,26.261846153846154
TD,12,22.93769230769231
TG,1,27.52942857142857
TG,2,29.461000000000002
TG,3,30.35207142857143
TG,4,29.466714285714286
TG,5,28.434285714285714
TG,6,26.85685714285714
TG,7,25.872357142857144
TG,8,25.49892857142857
TG,9,26.06069230769231
TG,10,26.780307692307694
TG,11,27.755153846153846
TG,12,27.532307692307693
TH,1,23.812571428571427
TH,2,25.894857142857145
TH,3,27.631285714285717
TH,4,29.102928571428574
TH,5,28.4325
TH,6,28.050714285714285
TH,7,27.568428571428573
TH,8,27.375357142857144
TH,9,27.05723076923077
TH,10,26.566076923076928
TH,11,25.351153846153846
TH,12,23.790692307692307
TJ,1,-9.276
TJ,2,-6.403071428571429
TJ,3,0.6542142857142857
TJ,4,6.550857142857143
TJ,5,11.355500000000001
TJ,6,15.683214285714286
TJ,7,17.6275
TJ,8,16.88807142857143
TJ,9,12.194307692307692
TJ,10,5.952846153846154
TJ,11,-0.5123846153846154
TJ,12,-7.2407692307692315
TM,1,1.4807857142857141
TM,2,4.196714285714285
TM,3,10.792142857142858
TM,4,17.1095
TM,5,23.675285714285714
TM,6,28.604214285714285
