PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
Washington,1203311,10458,,,USA,24.01.2022
West Virginia,422265,5645,,,USA,24.01.2022
Wisconsin,1470412,12010,,,USA,24.01.2022
Wyoming,137873,1601,,,USA,24.01.2022
Alabama,1602891,20846,,,USA,
Alaska,303575,1473,,,USA,
American Samoa,8317,34,,,ASM,
Arizona,2394646,32631,,,USA,
Arkansas,994837,12800,,,USA,
California,11975958,99683,,,USA,
Colorado,1745313,13995,,,USA,
Connecticut,963981,11942,,,USA,
Delaware,325083,3243,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,175569,1421,,,USA,
Florida,7443954,84927,,,USA,
Georgia,3020166,41772,,,USA,
Grand Princess,103,3,,,USA,
Guam,60638,415,,,GUM,
Hawaii,375925,1775,,,USA,
Idaho,514326,5344,,,USA,
Illinois,4008844,40980,,,USA,
Indiana,2020938,25796,,,USA,
Iowa,892558,10538,,,USA,
Kansas,924206,9903,,,USA,
Kentucky,1685679,17838,,,USA,
Louisiana,1533257,18479,,,USA,
Maine,310693,2855,,,USA,
Maryland,1341123,16215,,,USA,
Massachusetts,2186426,23405,,,USA,
Michigan,3024478,41445,,,USA,
Minnesota,1747751,14476,,,USA,
Mississippi,970585,13151,,,USA,
Missouri,1752746,22546,,,USA,
Montana,325227,3633,,,USA,
Nebraska,558923,4734,,,USA,
Nevada,881498,11834,,,USA,
New Hampshire,372587,2927,,,USA,
New Jersey,2989010,35749,,,USA,
New Mexico,663868,8927,,,USA,
New York,6689884,76179,,,USA,
North Carolina,3398161,27967,,,USA,
North Dakota,282742,2442,,,USA,
Northern Mariana Islands,13485,41,,,MNP,
Ohio,3339612,41595,,,USA,
Oklahoma,1265785,17581,,,USA,
Oregon,946727,9141,,,USA,
Pennsylvania,3459061,49397,,,USA,
Puerto Rico,1077164,5653,,,PRI,
Rhode Island,452557,3812,,,USA,
South Carolina,1807019,19093,,,USA,
South Dakota,273354,3145,,,USA,
Tennessee,2471831,28923,,,USA,
Texas,8313742,92126,,,USA,
Utah,1080067,5234,,,USA,
Vermont,149687,884,,,USA,
Virgin Islands,24385,129,,,VIR,
Virginia,2251042,23088,,,USA,
Washington,1899401,15312,,,USA,
West Virginia,632661,7808,,,USA,
Wisconsin,1979126,16046,,,USA,
Wyoming,183774,1977,,,USA,
Alabama,443009,6662,233211.0,203136.0,USA,25.01.2021
Alaska,53421,259,,,USA,25.01.2021
American Samoa,0,0,,,ASM,25.01.2021
Arizona,727895,12239,98779.0,616877.0,USA,25.01.2021
Arkansas,284702,4650,262229.0,17823.0,USA,25.01.2021
California,3271188,36868,,,USA,25.01.2021
Colorado,406566,5847,20569.0,361419.0,USA,25.01.2021
Connecticut,243632,6911,9800.0,226921.0,USA,25.01.2021
Delaware,75191,1271,,,USA,25.01.2021
Diamond Princess,49,0,,,USA,25.01.2021
District of Columbia,35505,879,24818.0,9808.0,USA,25.01.2021
Florida,1658169,25446,,,USA,25.01.2021
Georgia,870828,13303,,,USA,25.01.2021
Grand Princess,103,3,,,USA,25.01.2021
Guam,7554,129,7319.0,106.0,GUM,25.01.2021
Hawaii,26019,342,,,USA,25.01.2021
Idaho,160033,1681,76392.0,81960.0,USA,25.01.2021
Illinois,1104763,20744,,,USA,25.01.2021
Indiana,613228,11037,394046.0,208145.0,USA,25.01.2021
Iowa,313909,4488,273751.0,35670.0,USA,25.01.2021
Kansas,271179,3645,5432.0,262426.0,USA,25.01.2021
Kentucky,347827,3460,41760.0,302607.0,USA,25.01.2021
Louisiana,385942,8590,320025.0,57327.0,USA,25.01.2021
Maine,37046,547,12245.0,24254.0,USA,25.01.2021
Maryland,343138,6900,9476.0,326762.0,USA,25.01.2021
Massachusetts,503688,11996,354388.0,135122.0,USA,25.01.2021
Michigan,600093,15219,463106.0,121768.0,USA,25.01.2021
Minnesota,455783,6166,439283.0,10334.0,USA,25.01.2021
Mississippi,265146,5777,222812.0,36557.0,USA,25.01.2021
Missouri,520479,6855,,,USA,25.01.2021
Montana,91816,1151,86274.0,4391.0,USA,25.01.2021
Nebraska,187793,1894,132453.0,53446.0,USA,25.01.2021
Nevada,271897,4029,,,USA,25.01.2021
New Hampshire,62890,990,56151.0,5749.0,USA,25.01.2021
New Jersey,666951,20972,65519.0,580460.0,USA,25.01.2021
New Mexico,169696,3157,95848.0,70691.0,USA,25.01.2021
New York,1347667,42357,122544.0,1182766.0,USA,25.01.2021
North Carolina,723445,8720,635543.0,79182.0,USA,25.01.2021
North Dakota,96415,1436,94381.0,1057.0,USA,25.01.2021
Northern Mariana Islands,132,2,29.0,101.0,MNP,25.01.2021
Ohio,868656,16835,736651.0,115168.0,USA,25.01.2021
Oklahoma,375487,3293,339014.0,33180.0,USA,25.01.2021
Oregon,138587,1882,,,USA,25.01.2021
Pennsylvania,816073,20668,638214.0,157191.0,USA,25.01.2021
Puerto Rico,91596,1778,78813.0,11005.0,PRI,25.01.2021
Rhode Island,111754,2285,6778.0,102691.0,USA,25.01.2021
South Carolina,421417,6552,187423.0,227442.0,USA,25.01.2021
South Dakota,107180,1705,101797.0,3678.0,USA,25.01.2021
Tennessee,704199,8970,657031.0,38519.0,USA,25.01.2021
Texas,2297007,35140,1818785.0,440280.0,USA,25.01.2021
Utah,337264,1597,285852.0,49815.0,USA,25.01.2021
Vermont,11165,171,7476.0,3518.0,USA,25.01.2021
Virgin Islands,2350,24,2234.0,92.0,VIR,25.01.2021
Virginia,478619,6081,37191.0,435347.0,USA,25.01.2021
Washington,302141,4148,,,USA,25.01.2021
West Virginia,115839,1899,89575.0,24365.0,USA,25.01.2021
Wisconsin,582477,6199,505987.0,70291.0,USA,25.01.2021
Wyoming,51062,571,49008.0,1483.0,USA,25.01.2021
Alabama,1161929,16914,,,USA,25.01.2022
Alaska,201016,1072,,,USA,25.01.2022
American Samoa,18,0,,,ASM,25.01.2022
Arizona,1781274,25624,,,USA,25.01.2022
Arkansas,749824,9556,,,USA,25.01.2022
California,8064010,78806,,,USA,25.01.2022
Colorado,1340653,11884,,,USA,25.01.2022
Connecticut,687555,9773,,,USA,25.01.2022
Delaware,242324,2489,,,USA,25.01.2022
Diamond Princess,49,0,,,USA,25.01.2022
District of Columbia,128739,1278,,,USA,25.01.2022
Florida,5383094,64368,,,USA,25.01.2022
Georgia,2288693,32488,,,USA,25.01.2022
Grand Princess,103,3,,,USA,25.01.2022
Guam,28628,282,,,GUM,25.01.2022
Hawaii,206837,1146,,,USA,25.01.2022
Idaho,364577,4345,,,USA,25.01.2022
Illinois,2851577,33924,,,USA,25.01.2022
Indiana,1569850,20928,,,USA,25.01.2022
Iowa,693914,8317,,,USA,25.01.2022
Kansas,694983,7338,,,USA,25.01.2022
Kentucky,1100097,12786,,,USA,25.01.2022
Louisiana,1084448,15476,,,USA,25.01.2022
Maine,168474,1714,,,USA,25.01.2022
Maryland,962001,13233,,,USA,25.01.2022
Massachusetts,1571650,18043,,,USA,25.01.2022
Michigan,2168367,31539,,,USA,25.01.2022
Minnesota,1264935,11370,,,USA,25.01.2022
Mississippi,699002,10755,,,USA,25.01.2022
Missouri,1289414,17309,,,USA,25.01.2022
Montana,229966,2987,,,USA,25.01.2022
Nebraska,425610,3604,,,USA,25.01.2022
Nevada,633955,8796,,,USA,25.01.2022
New Hampshire,266000,2170,,,USA,25.01.2022
New Jersey,2078258,30950,,,USA,25.01.2022
New Mexico,455947,6317,,,USA,25.01.2022
New York,4728422,63824,,,USA,25.01.2022
North Carolina,2303196,20335,,,USA,25.01.2022
North Dakota,216944,2125,,,USA,25.01.2022
Northern Mariana Islands,4344,22,,,MNP,25.01.2022
Ohio,2520112,35614,,,USA,25.01.2022
Oklahoma,922873,13074,,,USA,25.01.2022
Oregon,597172,5994,,,USA,25.01.2022
Pennsylvania,2593360,39749,,,USA,25.01.2022
Puerto Rico,445040,3731,,,PRI,25.01.2022
Rhode Island,334581,3263,,,USA,25.01.2022
South Carolina,1265710,15108,,,USA,25.01.2022
South Dakota,221372,2609,,,USA,25.01.2022
Tennessee,1808805,22190,,,USA,25.01.2022
Texas,6026265,78277,,,USA,25.01.2022
Utah,854559,4073,,,USA,25.01.2022
Vermont,100092,523,,,USA,25.01.2022
Virgin Islands,14521,97,,,VIR,25.01.2022
Virginia,1491993,16002,,,USA,25.01.2022
Washington,1203311,10458,,,USA,25.01.2022
West Virginia,425013,5650,,,USA,25.01.2022
Wisconsin,1477323,12112,,,USA,25.01.2022
Wyoming,139461,1625,,,USA,25.01.2022
Alabama,1610535,20870,,,USA,
Alaska,303575,1473,,,USA,
American Samoa,8317,34,,,ASM,
Arizona,2398200,32775,,,USA,
Arkansas,994837,12800,,,USA,
California,11977492,99727,,,USA,
Colorado,1746349,14024,,,USA,
Connecticut,964476,11942,,,USA,
Delaware,325872,3254,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,175569,1421,,,USA,
Florida,7443954,84927,,,USA,
Georgia,3027856,41915,,,USA,
Grand Princess,103,3,,,USA,
Guam,60672,415,,,GUM,
Hawaii,376977,1786,,,USA,
Idaho,515002,5357,,,USA,
Illinois,4008844,40980,,,USA,
Indiana,2024969,25861,,,USA,
Iowa,894124,10566,,,USA,
Kansas,926339,9944,,,USA,
Kentucky,1685679,17838,,,USA,
Louisiana,1538276,18525,,,USA,
Maine,310902,2858,,,USA,
Maryland,1342082,16222,,,USA,
Massachusetts,2186426,23405,,,USA,
Michigan,3024478,41445,,,USA,
Minnesota,1747751,14476,,,USA,
Mississippi,970585,13151,,,USA,
Missouri,1752796,22546,,,USA,
Montana,325227,3633,,,USA,
Nebraska,558923,4734,,,USA,
Nevada,882917,11875,,,USA,
New Hampshire,372778,2929,,,USA,
New Jersey,2991112,35761,,,USA,
New Mexico,664024,8932,,,USA,
New York,6693227,76217,,,USA,
North Carolina,3412542,28040,,,USA,
North Dakota,282897,2442,,,USA,
Northern Mariana Islands,13485,41,,,MNP,
Ohio,3339612,41606,,,USA,
Oklahoma,1265785,17581,,,USA,
Oregon,948901,9164,,,USA,
Pennsylvania,3469076,49633,,,USA,
Puerto Rico,1078661,5666,,,PRI,
Rhode Island,452557,3812,,,USA,
South Carolina,1807019,19093,,,USA,
South Dakota,273929,3149,,,USA,
Tennessee,2473454,28947,,,USA,
Texas,8333525,92306,,,USA,
Utah,1080067,5234,,,USA,
Vermont,150190,889,,,USA,
Virgin Islands,24425,129,,,VIR,
Virginia,2251042,23088,,,USA,
Washington,1904198,15380,,,USA,
West Virginia,632957,7808,,,USA,
Wisconsin,1979913,16070,,,USA,
Wyoming,183774,1977,,,USA,
Alabama,445909,6896,233211.0,205802.0,USA,26.01.2021
Alaska,53510,260,,,USA,26.01.2021
American Samoa,0,0,,,ASM,26.01.2021
Arizona,732643,12448,99529.0,620666.0,USA,26.01.2021
Arkansas,287187,4690,264308.0,18189.0,USA,26.01.2021
California,3289770,37541,,,USA,26.01.2021
Colorado,407970,5857,20569.0,362534.0,USA,26.01.2021
Connecticut,244899,6934,9800.0,228165.0,USA,26.01.2021
Delaware,75490,1276,,,USA,26.01.2021
Diamond Princess,49,0,,,USA,26.01.2021
District of Columbia,35700,888,25008.0,9804.0,USA,26.01.2021
Florida,1667763,25673,,,USA,26.01.2021
Georgia,879221,13482,,,USA,26.01.2021
Grand Princess,103,3,,,USA,26.01.2021
Guam,7566,129,7335.0,102.0,GUM,26.01.2021
Hawaii,26030,401,,,USA,26.01.2021
Idaho,160592,1688,77351.0,81553.0,USA,26.01.2021
Illinois,1108430,20853,,,USA,26.01.2021
Indiana,614946,11087,396991.0,206868.0,USA,26.01.2021
Iowa,315002,4492,276465.0,34045.0,USA,26.01.2021
Kansas,271269,3646,5432.0,262500.0,USA,26.01.2021
Kentucky,350519,3495,41878.0,305146.0,USA,26.01.2021
Louisiana,388562,8621,320025.0,59916.0,USA,26.01.2021
Maine,37710,558,12275.0,24877.0,USA,26.01.2021
Maryland,344620,6963,9477.0,328180.0,USA,26.01.2021
Massachusetts,506183,12027,354388.0,137575.0,USA,26.01.2021
Michigan,602168,15305,463106.0,123757.0,USA,26.01.2021
Minnesota,456490,6174,440596.0,9720.0,USA,26.01.2021
Mississippi,266598,5852,222812.0,37934.0,USA,26.01.2021
Missouri,522677,6984,,,USA,26.01.2021
Montana,92160,1185,86733.0,4242.0,USA,26.01.2021
Nebraska,188122,1905,132495.0,53722.0,USA,26.01.2021
Nevada,272853,4088,,,USA,26.01.2021
New Hampshire,63367,994,56748.0,5625.0,USA,26.01.2021
New Jersey,671781,21105,65757.0,584919.0,USA,26.01.2021
New Mexico,170296,3171,96659.0,70466.0,USA,26.01.2021
New York,1358707,42537,123094.0,1193076.0,USA,26.01.2021
North Carolina,727423,8776,635543.0,83104.0,USA,26.01.2021
North Dakota,96572,1440,94584.0,982.0,USA,26.01.2021
Northern Mariana Islands,132,2,29.0,101.0,MNP,26.01.2021
Ohio,872918,16922,748132.0,107862.0,USA,26.01.2021
Oklahoma,377079,3323,342697.0,31059.0,USA,26.01.2021
Oregon,139355,1904,,,USA,26.01.2021
Pennsylvania,821184,20895,641871.0,158418.0,USA,26.01.2021
Puerto Rico,92069,1783,78813.0,11473.0,PRI,26.01.2021
Rhode Island,112396,2296,6827.0,103273.0,USA,26.01.2021
South Carolina,423667,6578,188788.0,228301.0,USA,26.01.2021
South Dakota,107380,1705,102247.0,3428.0,USA,26.01.2021
Tennessee,707324,9162,662533.0,35956.0,USA,26.01.2021
Texas,2323282,35502,1845210.0,439799.0,USA,26.01.2021
Utah,338675,1613,289231.0,47831.0,USA,26.01.2021
Vermont,11285,171,7574.0,3540.0,USA,26.01.2021
Virgin Islands,2373,24,2254.0,95.0,VIR,26.01.2021
Virginia,483326,6174,37527.0,439625.0,USA,26.01.2021
Washington,303482,4167,,,USA,26.01.2021
West Virginia,116978,1928,90875.0,24175.0,USA,26.01.2021
Wisconsin,584041,6264,507760.0,70017.0,USA,26.01.2021
Wyoming,51152,596,49268.0,1288.0,USA,26.01.2021
Alabama,1153149,16826,,,USA,26.01.2022
Alaska,206504,1081,,,USA,26.01.2022
American Samoa,18,0,,,ASM,26.01.2022
Arizona,1799503,25899,,,USA,26.01.2022
Arkansas,756385,9574,,,USA,26.01.2022
California,8128490,79062,,,USA,26.01.2022
Colorado,1348233,11915,,,USA,26.01.2022
Connecticut,690350,9901,,,USA,26.01.2022
Delaware,243202,2493,,,USA,26.01.2022
Diamond Princess,49,0,,,USA,26.01.2022
District of Columbia,129108,1280,,,USA,26.01.2022
Florida,5420755,64368,,,USA,26.01.2022
Georgia,2306025,32603,,,USA,26.01.2022
Grand Princess,103,3,,,USA,26.01.2022
Guam,29478,283,,,GUM,26.01.2022
Hawaii,208887,1149,,,USA,26.01.2022
Idaho,368665,4357,,,USA,26.01.2022
Illinois,2867339,34085,,,USA,26.01.2022
Indiana,1574807,21056,,,USA,26.01.2022
Iowa,699859,8501,,,USA,26.01.2022
Kansas,709447,7391,,,USA,26.01.2022
Kentucky,1112651,12817,,,USA,26.01.2022
Louisiana,1145245,15523,,,USA,26.01.2022
Maine,169998,1716,,,USA,26.01.2022
Maryland,965101,13280,,,USA,26.01.2022
Massachusetts,1580605,18131,,,USA,26.01.2022
Michigan,2203646,31985,,,USA,26.01.2022
Minnesota,1280500,11422,,,USA,26.01.2022
Mississippi,705598,10774,,,USA,26.01.2022
Missouri,1299792,17346,,,USA,26.01.2022
Montana,233056,2990,,,USA,26.01.2022
Nebraska,428949,3632,,,USA,26.01.2022
Nevada,638931,8836,,,USA,26.01.2022
New Hampshire,267800,2173,,,USA,26.01.2022
New Jersey,2085385,31093,,,USA,26.01.2022
New Mexico,460062,6357,,,USA,26.01.2022
New York,4747535,64094,,,USA,26.01.2022
North Carolina,2323482,20440,,,USA,26.01.2022
North Dakota,219112,2135,,,USA,26.01.2022
Northern Mariana Islands,4440,22,,,MNP,26.01.2022
Ohio,2540864,35774,,,USA,26.01.2022
Oklahoma,931033,13125,,,USA,26.01.2022
Oregon,605363,6048,,,USA,26.01.2022
Pennsylvania,2605439,39932,,,USA,26.01.2022
Puerto Rico,448972,3754,,,PRI,26.01.2022
Rhode Island,337659,3275,,,USA,26.01.2022
South Carolina,1328450,15155,,,USA,26.01.2022
South Dakota,222880,2623,,,USA,26.01.2022
Tennessee,1823235,22257,,,USA,26.01.2022
Texas,6058642,78563,,,USA,26.01.2022
Utah,862052,4091,,,USA,26.01.2022
Vermont,100621,527,,,USA,26.01.2022
Virgin Islands,14689,98,,,VIR,26.01.2022
Virginia,1503119,16052,,,USA,26.01.2022
Washington,1257918,10580,,,USA,26.01.2022
West Virginia,429016,5674,,,USA,26.01.2022
Wisconsin,1486054,12155,,,USA,26.01.2022
Wyoming,141090,1625,,,USA,26.01.2022
Alabama,1610535,20870,,,USA,
Alaska,303575,1473,,,USA,
American Samoa,8317,34,,,ASM,
Arizona,2398200,32775,,,USA,
Arkansas,995505,12825,,,USA,
California,11983280,99919,,,USA,
Colorado,1746349,14024,,,USA,
Connecticut,964903,11941,,,USA,
Delaware,325872,3254,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,175569,1421,,,USA,
Florida,7443954,84927,,,USA,
Georgia,3027856,41915,,,USA,
Grand Princess,103,3,,,USA,
Guam,60705,415,,,GUM,
Hawaii,376977,1786,,,USA,
Idaho,515002,5357,,,USA,
Illinois,4019768,41088,,,USA,
Indiana,2024969,25861,,,USA,
Iowa,894124,10566,,,USA,
Kansas,926339,9944,,,USA,
Kentucky,1685679,17838,,,USA,
Louisiana,1538276,18525,,,USA,
Maine,311128,2859,,,USA,
Maryland,1343049,16227,,,USA,
Massachusetts,2193582,23594,,,USA,
Michigan,3024478,41445,,,USA,
Minnesota,1753092,14554,,,USA,
Mississippi,974487,13191,,,USA,
Missouri,1753585,22553,,,USA,
Montana,325227,3633,,,USA,
Nebraska,558923,4734,,,USA,
Nevada,882917,11875,,,USA,
New Hampshire,372918,2932,,,USA,
New Jersey,2993601,35771,,,USA,
New Mexico,664199,8939,,,USA,
New York,6697789,76247,,,USA,
North Carolina,3412542,28040,,,USA,
North Dakota,283028,2442,,,USA,
Northern Mariana Islands,13485,41,,,MNP,
Ohio,3347767,41617,,,USA,
Oklahoma,1270476,17652,,,USA,
Oregon,948901,9164,,,USA,
Pennsylvania,3469076,49633,,,USA,
Puerto Rico,1080050,5674,,,PRI,
Rhode Island,454211,3821,,,USA,
South Carolina,1807019,19093,,,USA,
South Dakota,273929,3149,,,USA,
Tennessee,2474997,28974,,,USA,
Texas,8334163,92313,,,USA,
Utah,1081346,5253,,,USA,
Vermont,150190,889,,,USA,
Virgin Islands,24460,129,,,VIR,
Virginia,2251042,23088,,,USA,
Washington,1904183,15381,,,USA,
West Virginia,633282,7822,,,USA,
Wisconsin,1980617,16092,,,USA,
Wyoming,183774,1977,,,USA,
Alabama,449086,7172,233211.0,208703.0,USA,27.01.2021
Alaska,53692,261,,,USA,27.01.2021
American Samoa,0,0,,,ASM,27.01.2021
Arizona,738561,12643,100281.0,625637.0,USA,27.01.2021
Arkansas,288964,4742,266506.0,17716.0,USA,27.01.2021
California,3307442,38234,,,USA,27.01.2021
Colorado,409401,5868,20771.0,363973.0,USA,27.01.2021
Connecticut,247339,6976,9800.0,230563.0,USA,27.01.2021
Delaware,75832,1283,,,USA,27.01.2021
Diamond Princess,49,0,,,USA,27.01.2021
District of Columbia,35865,895,25271.0,9699.0,USA,27.01.2021
Florida,1676171,25833,,,USA,27.01.2021
Georgia,885605,13643,,,USA,27.01.2021
Grand Princess,103,3,,,USA,27.01.2021
Guam,7568,129,7351.0,88.0,GUM,27.01.2021
Hawaii,26164,404,,,USA,27.01.2021
Idaho,161212,1714,78246.0,81252.0,USA,27.01.2021
Illinois,1112181,20949,,,USA,27.01.2021
Indiana,617176,11137,399347.0,206692.0,USA,27.01.2021
Iowa,316114,4500,277824.0,33790.0,USA,27.01.2021
Kansas,274437,3740,5544.0,265462.0,USA,27.01.2021
Kentucky,352934,3542,41925.0,307467.0,USA,27.01.2021
Louisiana,392416,8688,344321.0,39407.0,USA,27.01.2021
Maine,38170,562,12316.0,25292.0,USA,27.01.2021
Maryland,346559,6996,9479.0,330084.0,USA,27.01.2021
Massachusetts,509503,12095,354388.0,140811.0,USA,27.01.2021
Michigan,604233,15314,463106.0,125813.0,USA,27.01.2021
Minnesota,457317,6192,441740.0,9385.0,USA,27.01.2021
Mississippi,268672,5917,222812.0,39943.0,USA,27.01.2021
Missouri,524857,7018,,,USA,27.01.2021
Montana,92531,1201,87018.0,4312.0,USA,27.01.2021
Nebraska,188784,1917,133206.0,53661.0,USA,27.01.2021
Nevada,273873,4134,,,USA,27.01.2021
New Hampshire,63886,1006,57343.0,5537.0,USA,27.01.2021
New Jersey,676537,21220,66173.0,589144.0,USA,27.01.2021
New Mexico,171047,3198,98042.0,69807.0,USA,27.01.2021
New York,1369072,42699,124003.0,1202370.0,USA,27.01.2021
North Carolina,733010,8915,635543.0,88552.0,USA,27.01.2021
North Dakota,96716,1441,94728.0,991.0,USA,27.01.2021
Northern Mariana Islands,132,2,29.0,101.0,MNP,27.01.2021
Ohio,878284,17001,757003.0,104277.0,USA,27.01.2021
Oklahoma,379789,3388,345867.0,30534.0,USA,27.01.2021
Oregon,140063,1924,,,USA,27.01.2021
Pennsylvania,826760,21111,654695.0,150954.0,USA,27.01.2021
Puerto Rico,92244,1794,78813.0,11637.0,PRI,27.01.2021
Rhode Island,113009,2303,6862.0,103844.0,USA,27.01.2021
South Carolina,427231,6673,190336.0,230222.0,USA,27.01.2021
South Dakota,107608,1739,102631.0,3238.0,USA,27.01.2021
Tennessee,710044,9316,668021.0,33035.0,USA,27.01.2021
Texas,2342856,35955,1867289.0,436876.0,USA,27.01.2021
Utah,340684,1620,293030.0,46034.0,USA,27.01.2021
Vermont,11379,172,7696.0,3511.0,USA,27.01.2021
Virgin Islands,2373,24,2260.0,89.0,VIR,27.01.2021
Virginia,488553,6228,37823.0,444502.0,USA,27.01.2021
Washington,305289,4211,,,USA,27.01.2021
West Virginia,117775,1953,92251.0,23571.0,USA,27.01.2021
Wisconsin,585600,6302,510012.0,69286.0,USA,27.01.2021
Wyoming,51368,596,49338.0,1434.0,USA,27.01.2021
Alabama,1153149,16826,,,USA,27.01.2022
Alaska,206504,1081,,,USA,27.01.2022
American Samoa,18,0,,,ASM,27.01.2022
Arizona,1813796,25932,,,USA,27.01.2022
Arkansas,762401,9596,,,USA,27.01.2022
California,8216839,79329,,,USA,27.01.2022
Colorado,1354501,11951,,,USA,27.01.2022
Connecticut,693386,9908,,,USA,27.01.2022
Delaware,244730,2494,,,USA,27.01.2022
Diamond Princess,49,0,,,USA,27.01.2022
District of Columbia,129479,1282,,,USA,27.01.2022
Florida,5448288,64368,,,USA,27.01.2022
Georgia,2327733,32718,,,USA,27.01.2022
Grand Princess,103,3,,,USA,27.01.2022
Guam,30221,284,,,GUM,27.01.2022
Hawaii,211267,1159,,,USA,27.01.2022
Idaho,372442,4365,,,USA,27.01.2022
Illinois,2881761,34280,,,USA,27.01.2022
Indiana,1587005,21165,,,USA,27.01.2022
Iowa,703366,8501,,,USA,27.01.2022
Kansas,709993,7391,,,USA,27.01.2022
Kentucky,1125181,12856,,,USA,27.01.2022
Louisiana,1152818,15570,,,USA,27.01.2022
Maine,171524,1728,,,USA,27.01.2022
Maryland,968540,13334,,,USA,27.01.2022
Massachusetts,1590302,18251,,,USA,27.01.2022
Michigan,2203646,31985,,,USA,27.01.2022
Minnesota,1295117,11489,,,USA,27.01.2022
Mississippi,712133,10806,,,USA,27.01.2022
Missouri,1309385,17362,,,USA,27.01.2022
Montana,235967,2990,,,USA,27.01.2022
Nebraska,432564,3657,,,USA,27.01.2022
Nevada,643695,8874,,,USA,27.01.2022
New Hampshire,270063,2193,,,USA,27.01.2022
New Jersey,2092109,31208,,,USA,27.01.2022
New Mexico,465244,6391,,,USA,27.01.2022
New York,4764422,64285,,,USA,27.01.2022
North Carolina,2352235,20517,,,USA,27.01.2022
North Dakota,221210,2137,,,USA,27.01.2022
Northern Mariana Islands,4564,23,,,MNP,27.01.2022
Ohio,2552972,35894,,,USA,27.01.2022
Oklahoma,944461,13129,,,USA,27.01.2022
Oregon,613221,6067,,,USA,27.01.2022
Pennsylvania,2622134,40257,,,USA,27.01.2022
Puerto Rico,450699,3773,,,PRI,27.01.2022
Rhode Island,339571,3288,,,USA,27.01.2022
South Carolina,1338384,15181,,,USA,27.01.2022
South Dakota,224238,2628,,,USA,27.01.2022
Tennessee,1841045,22327,,,USA,27.01.2022
Texas,6097092,78796,,,USA,27.01.2022
Utah,869085,4097,,,USA,27.01.2022
Vermont,102153,529,,,USA,27.01.2022
Virgin Islands,14756,98,,,VIR,27.01.2022
Virginia,1514862,16088,,,USA,27.01.2022
Washington,1257918,10580,,,USA,27.01.2022
